"","x_names","importance","RSimportance","order","rel_imp"
"2828","phenoRange",-60.7264797412535,-1,1,0.257000805390227
"2835","phenoRange",-62.8686523604373,-1,1,0.290283053752385
"2842","phenoRange",-59.6437684281986,-1,1,0.282625616315643
"2849","phenoRange",-62.8433395779912,-1,1,0.290428880241369
"2863","phenoRange",-60.7157663815369,-1,1,0.256982419323034
"2870","phenoRange",-63.0341200182316,-1,1,0.290355627988206
"2877","phenoRange",-62.8540912088833,-1,1,0.290508424470788
"2884","phenoRange",-70.2827407865421,-1,1,0.25138842318866
"2891","phenoRange",-60.7158379208343,-1,1,0.256971026703264
"2898","phenoRange",-59.7502430136862,-1,1,0.282688442691395
"2905","phenoRange",-60.7444443865439,-1,1,0.270304632803135
"2912","phenoRange",-62.8500910839584,-1,1,0.290482808631676
"2926","phenoRange",-59.643345567956,-1,1,0.282492870223019
"2940","phenoRange",-63.7068738405017,-1,1,0.295051678855705
"2947","phenoRange",-61.6943421351365,-1,1,0.216655462792142
"2954","phenoRange",-59.6538049773242,-1,1,0.282609648060872
"2961","phenoRange",-59.6353868122321,-1,1,0.282505785719867
"2968","phenoRange",-60.696296947647,-1,1,0.256888680890408
"2975","phenoRange",-58.4061203371652,-1,1,0.195608861493382
"2982","phenoRange",-62.8494194305215,-1,1,0.290391761285387
"2989","phenoRange",-62.8532797277097,-1,1,0.29040416768251
"2996","phenoRange",-70.9757206357682,-1,1,0.252712937116474
"3003","phenoRange",-62.8443685971527,-1,1,0.290507294435816
"3010","phenoRange",-59.7492741556883,-1,1,0.282817369148689
"3017","phenoRange",-60.7116103727398,-1,1,0.256998063143648
"3038","phenoRange",-65.9601609312919,-1,1,0.304864660307637
"3045","phenoRange",-59.6509626605967,-1,1,0.282483981954353
"3052","phenoRange",-62.8502571988336,-1,1,0.290342714944986
"3059","phenoRange",-63.0392180747255,-1,1,0.290397401688592
"3073","phenoRange",-59.6492427239063,-1,1,0.282611478119616
"3080","phenoRange",-62.8576165600663,-1,1,0.290392482704363
