"","x_names","importance","RSimportance","rank","rel_imp"
"1293","naLongMin",8.65673621288562,0.233159243830971,7,0.0775513298558109
"1294","phenoMean",-18.6033316805232,-0.501059364718898,3,0.0703670387785431
"1295","phenoRange",37.1279991762254,1,1,0.166073583738697
"1296","ITD",-24.6222268034467,-0.37576241712498,3,0.0834601308510151
"1297","naLatMax",35.7258303292294,0.545215689282375,2,0.115620671225842
"1298","naLatMin",-13.8644983032869,-0.211587580451456,5,0.228394056324771
"1299","naLongMax",-21.4840955315733,-0.3278710626432,4,0.109960724600321
"1300","naLongMin",-0.0297085095878167,-0.000453384718653308,7,0.217120071976063
"1301","phenoMean",2.50410438504691,0.0382154028540899,6,0.0845686998534668
"1302","phenoRange",65.5260496561509,1,1,0.160875645168522
"1303","ITD",-23.9836475868569,-0.388041588616539,4,0.0905844810426777
"1304","naLatMax",39.6596142936313,0.641669690929473,2,0.11492834709225
"1305","naLatMin",-10.7211190939142,-0.173461524977936,5,0.202189576814743
"1306","naLongMax",-24.8487738336943,-0.402038832445313,3,0.125170425731529
"1307","naLongMin",-2.51432628978631,-0.0406803495696656,7,0.231020239796346
"1308","phenoMean",3.63927025818119,0.0588812943183601,6,0.0830534793735346
"1309","phenoRange",61.8068998025815,1,1,0.15305345014892
"1310","ITD",-10.3124947765091,-0.259984175240516,5,0.180397182075632
"1311","naLatMax",35.5445526732925,0.896099480419544,2,0.0778281882196157
"1312","naLatMin",-5.07962509240206,-0.128060393609841,7,0.225355791989217
"1313","naLongMax",-31.9312609208524,-0.805006229317843,3,0.117813180134474
"1314","naLongMin",16.4136688367027,0.41379843070579,4,0.101651453697052
"1315","phenoMean",-8.23871696659966,-0.207702993506537,6,0.128798292044296
"1316","phenoRange",39.6658556889811,1,1,0.168155911839714
"1317","ITD",-24.618739730573,-0.375794029841385,3,0.083466189700804
"1318","naLatMax",35.7307410707964,0.545413750791587,2,0.115634642038886
"1319","naLatMin",-13.8560234629802,-0.211505989003317,5,0.228401786856662
"1320","naLongMax",-21.4794319451987,-0.327873903283763,4,0.109971047109249
"1321","naLongMin",-0.0248960777146685,-0.000380027469887949,7,0.217117674125335
"1322","phenoMean",2.50381292938655,0.038219582358826,6,0.0845710363131992
"1323","phenoRange",65.5112582309092,1,1,0.160837623855865
"1324","ITD",-13.1090659029079,-0.184062082834189,5,0.152038199231129
"1325","naLatMax",52.2384403262041,0.733470729468052,2,0.113537766881633
"1326","naLatMin",2.78375953646045,0.0390862767938934,7,0.257326427911117
"1327","naLongMax",-27.8837883841889,-0.391511355981749,3,0.058387784867938
"1328","naLongMin",18.8476875789192,0.264637057901617,4,0.16101880994722
"1329","phenoMean",7.61552062468254,0.106928182253997,6,0.0666359013312245
"1330","phenoRange",71.2208929783604,1,1,0.191055109829738
"1331","ITD",-24.6204078877826,-0.375741046724183,3,0.0834678577038527
"1332","naLatMax",35.7277790941808,0.545254699888197,2,0.115623779189469
"1333","naLatMin",-13.8635334496868,-0.21157645289321,5,0.228401450824595
"1334","naLongMax",-21.482185701564,-0.327847490513526,4,0.10995417967113
"1335","naLongMin",-0.0237353411792185,-0.000362233720078242,7,0.217116545059978
"1336","phenoMean",2.50361849179598,0.0382086372002088,6,0.0845610869538299
"1337","phenoRange",65.5249355970827,1,1,0.160875100597146
"1338","ITD",-10.5307467367485,-0.264732374028998,5,0.179712928818394
"1339","naLatMax",35.5413827021818,0.893474589621257,2,0.0781606817219645
"1340","naLatMin",-5.64780329692191,-0.141980090512042,7,0.22385672484307
"1341","naLongMax",-31.9030101686043,-0.802009566057953,3,0.119836970179752
"1342","naLongMin",17.2012851005776,0.432422994765856,4,0.101739452254212
"1343","phenoMean",-7.94150882032817,-0.199641538813309,6,0.129614664027069
"1344","phenoRange",39.7788399525137,1,1,0.16707857815554
"1345","ITD",-18.4040718805133,-0.237697285021571,5,0.106615248728234
"1346","naLatMax",45.7141984808683,0.590420475228907,2,0.12754784345698
"1347","naLatMin",-9.1729399230195,-0.118472853699097,6,0.223407949748556
"1348","naLongMax",-24.2196252425665,-0.312807904781852,4,0.0929363961855634
"1349","naLongMin",24.3267887096404,0.31419197159828,3,0.188304477263078
"1350","phenoMean",7.76860743213377,0.100335235974154,7,0.094717318503142
"1351","phenoRange",77.4265127969094,1,1,0.166470766114446
"1352","ITD",-19.2672445640368,-0.233307781487435,4,0.140292860821635
"1353","naLatMax",52.4346182916632,0.634932744332452,2,0.113483784625087
"1354","naLatMin",-9.11189361781243,-0.110336258931875,7,0.237200138692992
"1355","naLongMax",-32.464831215022,-0.39311784941364,3,0.086328338655569
"1356","naLongMin",18.7367793792697,0.226884358822974,5,0.16787402576727
"1357","phenoMean",15.7209360838613,0.190365400119413,6,0.0476011168224934
"1358","phenoRange",82.5829487606459,1,1,0.207219734614954
"1359","ITD",-24.6235755319163,-0.375897072427399,3,0.0834535071795648
"1360","naLatMax",35.7281934918877,0.545417269693937,2,0.11563609996315
"1361","naLatMin",-13.8615516175249,-0.211606826375608,5,0.22840187959264
"1362","naLongMax",-21.4796896448379,-0.327903331653772,4,0.109979517730399
"1363","naLongMin",-0.0243761020501836,-0.000372119206894988,7,0.21714562177815
"1364","phenoMean",2.50726822187493,0.0382753017802565,6,0.0845629786196435
"1365","phenoRange",65.5061646873351,1,1,0.160820395136452
"1366","ITD",-23.8978150506487,-0.372365767651071,3,0.0843526161730845
"1367","naLatMax",34.9866205862215,0.545146901693486,2,0.115885584561692
"1368","naLatMin",-13.9347728606417,-0.217125807622956,5,0.226458397611117
"1369","naLongMax",-21.0875170419778,-0.328576878453075,4,0.109513629069605
"1370","naLongMin",0.556436012621994,0.00867015342404974,7,0.219453304693091
"1371","phenoMean",2.51461976114516,0.0391817543036827,6,0.0866392871154011
"1372","phenoRange",64.1783351928377,1,1,0.157697180776009
"1373","ITD",-18.7366534252313,-0.247998228551449,5,0.10894489164323
"1374","naLatMax",45.2120661301393,0.598426626941097,2,0.133130942404819
"1375","naLatMin",-9.75740523963476,-0.129148955246696,6,0.233638910876565
"1376","naLongMax",-23.5618401715654,-0.311864370405221,4,0.088403805675417
"1377","naLongMin",23.687931338583,0.313533312309983,3,0.17975402797623
"1378","phenoMean",7.3730276812346,0.0975893486690998,7,0.0924848249016816
"1379","phenoRange",75.5515615360302,1,1,0.163642596522057
"1380","ITD",-27.0562560594242,-0.537266524594234,4,0.156993016678019
"1381","naLatMax",50.3590951992742,1,1,0.199164524163764
"1382","naLatMin",-28.351731851469,-0.562991287656765,3,0.122660979038745
"1383","naLongMax",-34.8458601281377,-0.691947700613968,2,0.093824224288055
"1384","naLongMin",9.58869524876746,0.190406424317681,6,0.184828705802737
"1385","phenoMean",5.51544199444723,0.109522261522418,7,0.121562198732119
"1386","phenoRange",22.3932583242582,0.444671577907558,5,0.120966351296561
"1387","ITD",-8.65142108000309,-0.184538079863545,6,0.13119160255712
"1388","naLatMax",46.8814950627008,1,1,0.102703443902017
"1389","naLatMin",8.54627569311591,0.182295289040715,7,0.228478298908965
"1390","naLongMax",-19.9347462415039,-0.425215668033679,4,0.109108966581228
"1391","naLongMin",17.7132820195149,0.377830996981316,5,0.122775697040978
"1392","phenoMean",-23.1353659324659,-0.493486095132502,3,0.0888735511456989
"1393","phenoRange",38.1036011859551,0.812764207604603,2,0.216868439863992
"1394","ITD",-18.4079828986027,-0.237741810329344,5,0.10662253620733
"1395","naLatMax",45.7173917345314,0.590446847673263,2,0.127550311733667
"1396","naLatMin",-9.18113483005347,-0.118575708560681,6,0.223348153048752
"1397","naLongMax",-24.2229301556629,-0.312842710600611,4,0.0929059575335512
"1398","naLongMin",24.3306693732739,0.314234178464276,3,0.188348923353764
"1399","phenoMean",7.76535530862199,0.100290707520296,7,0.0947094897846476
"1400","phenoRange",77.4284627222367,1,1,0.166514628338289
"1401","ITD",-24.0854485347545,-0.370781387075384,3,0.083992524355704
"1402","naLatMax",35.3740272388974,0.544562450940235,2,0.112046355780597
"1403","naLatMin",-13.9446656789799,-0.214669968686443,5,0.224996484916505
"1404","naLongMax",-22.2687846663086,-0.342814909805088,4,0.113769671958051
"1405","naLongMin",0.228305299743514,0.00351462650128406,7,0.223632341488494
"1406","phenoMean",3.26897758516028,0.0503239971468699,6,0.082792236822747
"1407","phenoRange",64.9586235294429,1,1,0.158770384677902
"1408","ITD",-32.6966954755091,-1,1,0.134154035472283
"1409","naLatMax",24.2152421287812,0.740602124362055,4,0.175663161045666
"1410","naLatMin",-21.2469931748752,-0.649820811121108,5,0.0588962187353025
"1411","naLongMax",-20.5896168488438,-0.629715527805131,6,0.173908042054733
"1412","naLongMin",27.5415991673427,0.842335861982515,3,0.242413976243252
"1413","phenoMean",-5.73720091005536,-0.175467301102422,7,0.101807597172014
"1414","phenoRange",30.2333339017265,0.924660228259834,2,0.113156969276749
"1415","ITD",-24.6277465698978,-0.375757048972323,3,0.0834360167213991
"1416","naLatMax",35.7400533470568,0.545302711219964,2,0.115626545256386
"1417","naLatMin",-13.8689345495324,-0.211604821575204,5,0.228358162314514
"1418","naLongMax",-21.487100242143,-0.327838738921765,4,0.109959571850886
"1419","naLongMin",-0.0163330393831878,-0.00024920082160001,7,0.217140527167961
"1420","phenoMean",2.50798634695718,0.0382655207986988,6,0.0845629359790685
"1421","phenoRange",65.5416754981803,1,1,0.160916240709786
"1422","ITD",-18.0189918498856,-0.235442466751417,5,0.107961488980745
"1423","naLatMax",44.9759840962902,0.587671981230754,2,0.126090829352011
"1424","naLatMin",-8.28848699537379,-0.108300277844914,6,0.223963712189352
"1425","naLongMax",-24.1657196973291,-0.315757768456874,3,0.0889057617095498
"1426","naLongMin",23.7355648448317,0.310137214299305,4,0.187266486085845
"1427","phenoMean",6.73991775162081,0.0880661290244906,7,0.0970248217637177
"1428","phenoRange",76.5324628921351,1,1,0.16878689991878
"1429","ITD",-10.3653441383343,-0.281309417198231,5,0.177209191278083
"1430","naLatMax",35.9151221937953,0.974715548090177,2,0.0797240264200185
"1431","naLatMin",-4.92816648167217,-0.133747574833327,7,0.22367456573389
"1432","naLongMax",-33.1064630703186,-0.898490171432234,3,0.122165497410541
"1433","naLongMin",18.3851176593027,0.498961410719787,4,0.102288405306511
"1434","phenoMean",-8.49230170590196,-0.230476133901207,6,0.127879860128375
"1435","phenoRange",36.846772644764,1,1,0.167058453722582
"1436","ITD",-24.628888897904,-0.375884144979557,3,0.083462126862614
"1437","naLatMax",35.7133996621856,0.545055067322841,2,0.115618295271218
"1438","naLatMin",-13.8728357151833,-0.211726116141898,5,0.228425569933733
"1439","naLongMax",-21.4720685926551,-0.327705004369053,4,0.109963130784387
"1440","naLongMin",-0.0171644234661166,-0.000261962066797798,7,0.217125641424241
"1441","phenoMean",2.50331260627632,0.0382053580462901,6,0.0845495149123166
"1442","phenoRange",65.5225532304468,1,1,0.16085572081149
"1443","ITD",-23.3992954538937,-0.333592377486696,5,0.0909328930962327
"1444","naLatMax",70.1433756675896,1,1,0.182188805864886
"1445","naLatMin",-27.162271795751,-0.387239301462669,4,0.0554610397203439
"1446","naLongMax",-58.3495687119763,-0.831861428918045,2,0.157900824891566
"1447","naLongMin",42.6301221266828,0.607756922459899,3,0.251582799070975
"1448","phenoMean",-2.05964339517004,-0.0293633343928402,7,0.0939074641427663
"1449","phenoRange",2.84841912319819,0.0406085264087786,6,0.16802617321323
"1450","ITD",-16.6644583924241,-0.285824767085247,5,0.135814088779934
"1451","naLatMax",50.2682992963976,0.862189733372687,2,0.132925429590011
"1452","naLatMin",-17.3527869423042,-0.297630812191223,4,0.215245825492581
"1453","naLongMax",-16.203318397762,-0.277915405228764,6,0.167313905814668
"1454","naLongMin",24.4424843868285,0.419231591110462,3,0.117532585364054
"1455","phenoMean",-1.88220784067688,-0.0322831744662083,7,0.0941778804551599
"1456","phenoRange",58.3030594666903,1,1,0.136990284503592
"1457","ITD",-15.9859084889764,-0.239942533395803,4,0.11720809786836
"1458","naLatMax",43.3312813303686,0.650386396548216,2,0.114017424484675
"1459","naLatMin",-4.50172337063007,-0.0675691913875855,6,0.19862235326495
"1460","naLongMax",-23.6187966745373,-0.35450934263491,3,0.137125315400836
"1461","naLongMin",14.2649274180732,0.214111248401053,5,0.193941743035764
"1462","phenoMean",4.33684555072653,0.0650944367100072,7,0.0766483894203498
"1463","phenoRange",66.6239047439182,1,1,0.162436676525065
"1464","ITD",-24.6454534702727,-0.376437515209741,3,0.0833729307926844
"1465","naLatMax",35.7285180080362,0.545721528609504,2,0.115673072755454
"1466","naLatMin",-13.8727503638273,-0.211893998314261,5,0.228335220116119
"1467","naLongMax",-21.4717307283936,-0.327961705894295,4,0.110093469636095
"1468","naLongMin",-0.0387954121364196,-0.000592565625290157,7,0.217186779439618
"1469","phenoMean",2.50195061694333,0.0382150839527322,6,0.08459241252235
"1470","phenoRange",65.4702373554371,1,1,0.16074611473768
"1471","ITD",-15.9827038762472,-0.239893412552534,4,0.117212219396208
"1472","naLatMax",43.3306103573135,0.650373558009064,2,0.114011728126255
"1473","naLatMin",-4.49360545422977,-0.0674470574833036,6,0.198634795425227
"1474","naLongMax",-23.6227200453988,-0.354566722210617,3,0.137113391688457
"1475","naLongMin",14.2566942960086,0.213986761743772,5,0.193947245794735
"1476","phenoMean",4.33646721339529,0.0650884810416598,7,0.0766384098934724
"1477","phenoRange",66.6241882433812,1,1,0.162442209675646
"1478","ITD",-45.6804649486267,-0.62512815690685,3,0.107063680174923
"1479","naLatMax",73.0737600665034,1,1,0.162706947671001
"1480","naLatMin",-25.108460148989,-0.343604326999707,5,0.0539114487824047
"1481","naLongMax",-55.6752991151092,-0.761905491991104,2,0.218288592381355
"1482","naLongMin",12.397704282793,0.169660138899518,7,0.255878316383295
"1483","phenoMean",18.2932357726921,0.250339325033277,6,0.0727330249121204
"1484","phenoRange",27.8586847574757,0.381240608559377,4,0.129417989694901
"1485","ITD",-45.1282700286593,-0.57256470108739,2,0.23612726458588
"1486","naLatMax",78.8177649494523,1,1,0.240341582422056
"1487","naLatMin",-27.4489316462727,-0.348258183467602,5,0.0544807044882739
"1488","naLongMax",-43.4658211442474,-0.551472389151394,3,0.105460934770093
"1489","naLongMin",-2.13164970205753,-0.0270452949715665,7,0.198864547215261
"1490","phenoMean",26.1598272157303,0.331902677429476,6,0.0568342606065904
"1491","phenoRange",43.0917043017557,0.546725783576728,4,0.107890705911845
"1492","ITD",-26.0999317167596,-0.524474810079149,5,0.10772533808344
"1493","naLatMax",49.7639375908651,1,1,0.118031061405401
"1494","naLatMin",-19.5441271985481,-0.392736751645949,6,0.114843465801899
"1495","naLongMax",-29.9495787122246,-0.601832977093884,4,0.205642909292305
