"","x_names","importance","RSimportance","rank","absrank","iter","rel_imp"
"4228","naLatMin",-70.9779191661903,-0.52710629488365,2,5,385,0.0580412289396136
"2494","phenoMean",-66.8237853674504,-0.52708088481837,5,6,227,0.06903030981454
"5599","polyG1",-35.801408649755,-0.527037240786853,4,5,509,0.151704665884375
"1736","phenoRange",-35.4394258382736,-0.526678011724261,5,9,158,0.098100721261917
"2626","phenoMean",-44.2952270004795,-0.526263566206197,4,6,239,0.0922216670749153
"2386","polyC1",-93.573182386412,-0.526228267496367,1,2,217,0.109994285882501
"5074","naLatMax",-81.709142228626,-0.525798134378749,3,5,462,0.129238440558625
"4860","phenoRange",-44.5931617072218,-0.525495120604343,3,3,442,0.0639246236434053
"2909","naLongMax",-80.2371803705819,-0.52530021423351,2,3,265,0.105906631668482
"6511","polyC1",-32.5485381769042,-0.525058646617344,3,7,592,0.0639120741468881
"11009","phenoRange",-81.5721110934742,-0.5249097236069,1,2,1001,0.116744605659516
"6553","phenoMean",-50.3375959340463,-0.524637777571094,4,8,596,0.103656940427332
"5879","naLongMax",-71.0561839414171,-0.523763552648341,3,4,535,0.0632123209621734
"7093","phenoRange",-51.9189631885916,-0.523701486507139,4,6,645,0.145976341063968
"6598","phenoRange",-100.014555470946,-0.523164079443987,1,2,600,0.125615939084096
"632","naLongMax",-45.0671632356076,-0.523085899286023,3,6,58,0.0430657945203369
"3421","polyG1",-61.3412997492958,-0.523022627251415,2,2,311,0.123219065089663
"5835","naLongMax",-49.2901994132588,-0.52282295277883,2,2,531,0.0931644429763786
"10460","polyC1",-51.7470283126226,-0.522059123979114,4,5,951,0.0438445310328331
"6554","phenoRange",-50.0403066466965,-0.521539314322764,5,9,596,0.0936096746599266
"4779","naLongMax",-56.3395255095192,-0.521488541006655,3,4,435,0.114790425893353
"10449","polyC1",-45.1303377664478,-0.521328126448497,2,3,950,0.0507082132990545
"7584","naLongMax",-46.280536119559,-0.520317937403111,3,3,690,0.138390033587976
"7170","phenoRange",-80.7274512643329,-0.520239637339992,3,4,652,0.134152271713221
"7642","phenoMean",-54.9950419567273,-0.520079417162636,2,5,695,0.100755214151583
"5383","naLatMin",-46.5386316527587,-0.520013555205381,5,8,490,0.104945915784844
"1903","polyG1",-57.9895374948193,-0.519710328263994,2,2,173,0.0399745859145182
"6737","naLongMax",-50.0026743767456,-0.519617698593778,2,4,613,0.125264994648685
"6376","oliG1",-59.0264268371667,-0.519404427922517,4,7,580,0.0754430069129109
"10736","polyG1",-46.7608657314846,-0.518877682043546,2,4,976,0.0757838661736342
"9514","polyC1",-122.21339190524,-0.517539422323673,2,4,865,0.0765948529358434
"2966","oliG1",-32.3079741920121,-0.517502881521087,4,5,270,0.0382158310671033
"5647","naLatMin",-55.7284937060675,-0.517129446646187,3,8,514,0.0674680776256859
"8491","polyC1",-60.2266760795273,-0.516942542461749,2,4,772,0.0971481449799534
"10851","naLongMax",-37.332156981907,-0.516821519136251,3,7,987,0.0880161345150802
"2298","polyC1",-57.5393239556673,-0.5165896197613,4,6,209,0.0893338815748087
"7364","naLongMax",-90.1403689272625,-0.516456741535267,2,2,670,0.0965799847443871
"2100","polyC1",-51.1587008382275,-0.516425129786424,2,6,191,0.10027761469276
"3415","naLongMax",-60.5155719403969,-0.515982112463336,3,3,311,0.126492539304812
"10091","naLatMin",-44.4135642759415,-0.515855210896673,2,5,918,0.117628419539267
"6967","naLatMin",-38.0370226498293,-0.515703456843627,4,6,634,0.130843817897423
"6691","naLatMax",-50.2590476161847,-0.515539762032782,1,4,609,0.156250907405856
"1240","phenoMean",-49.7488546077464,-0.515496698950657,3,5,113,0.0900002340536933
"8255","naLongMax",-59.4234037759534,-0.515407806975641,2,3,751,0.0557228316494592
"8232","naLatMin",-32.8110522489955,-0.515355727654822,3,6,749,0.0914056393598275
"10939","naLongMax",-64.9879480945767,-0.515317657102497,2,3,995,0.14162621428159
"587","naLatMin",-45.450528445804,-0.514949003293223,3,4,54,0.0821753212895055
"560","polyC1",-50.3754632695685,-0.513864027002753,3,6,51,0.0708064274673596
"5639","oliG1",-53.8762528470738,-0.51380306926648,3,4,513,0.102995142718292
"9228","polyC1",-90.6099476591022,-0.513704455538236,1,4,839,0.119582215095405
"10329","polyG1",-44.9986813139082,-0.513601903012397,4,8,939,0.0964008228204477
"3305","naLongMax",-48.4497801481245,-0.513536269008209,3,4,301,0.0966529974872289
"8204","phenoRange",-50.0116100773859,-0.513081161668579,4,5,746,0.0874539408868826
"10789","phenoRange",-82.6790468652808,-0.513003029863326,2,4,981,0.119689764518594
"9041","polyC1",-96.9464183923732,-0.51293498047613,1,2,822,0.121846390190717
"482","phenoRange",-60.5024601488777,-0.512859183875694,3,5,44,0.134063975220377
"4218","naLongMax",-66.6663268727598,-0.512842542082495,2,4,384,0.0765213242691369
"4240","naLongMax",-52.9005334749241,-0.512527055915412,2,4,386,0.156959782993476
"917","naLatMin",-77.0899851368048,-0.512112663983657,2,7,84,0.132303973037115
"8985","phenoRange",-46.5154896966452,-0.512004214478813,4,5,817,0.0733597582353538
"1402","naLongMax",-81.4544754216607,-0.511986681627855,1,4,128,0.135978572810593
"627","polyG1",-57.5970576105144,-0.511828566548973,3,4,57,0.108218148203814
"10987","phenoRange",-55.4106828682033,-0.511728338713341,4,5,999,0.0484090803766612
"6180","phenoRange",-48.619087248908,-0.51118292894039,3,5,562,0.0774451801249455
"2068","polyG1",-38.8675050724233,-0.511165942695803,4,5,188,0.0520294057385047
"8574","naLongMax",-76.7232903938303,-0.510554833567432,3,3,780,0.122629089235889
"6253","naLongMax",-86.2178377067216,-0.510286802705585,2,4,569,0.171924226487734
"5596","phenoMean",-34.6530829477571,-0.510132587245804,5,6,509,0.0938232970967455
"3052","naLongMax",-69.4996517885573,-0.510125577963503,1,2,278,0.114711883706295
"4296","naLongMin",-74.6667999248263,-0.509876033915086,2,5,391,0.10743150388168
"6312","phenoRange",-44.325678475374,-0.509654835105088,3,6,574,0.0638646769681031
"9355","naLongMax",-74.2542968493927,-0.509495760060313,3,4,851,0.145985888799407
"8552","naLongMax",-77.7346712055765,-0.509429716806355,2,4,778,0.0972416840448357
"3173","naLongMax",-105.801448068479,-0.509273109697466,1,4,289,0.117975041313886
"3370","naLatMin",-77.8983533738124,-0.509244527899422,3,5,307,0.0946389798535071
"9278","naLongMax",-42.4156578957873,-0.509046085979283,3,5,844,0.0933058467625005
"6136","phenoRange",-34.0124166047663,-0.508975678457441,2,4,558,0.0761335261492492
"10855","phenoRange",-36.7534021067007,-0.508809312020638,4,8,987,0.101741099154503
"3360","naLongMax",-63.8105906174043,-0.508550329205872,3,5,306,0.095752290362253
"4734","naLatMin",-96.8091740760363,-0.508225211248619,2,3,431,0.0925271900800214
"9475","naLatMin",-46.2187977458478,-0.508038598447403,2,4,862,0.0911162529158531
"174","phenoRange",-41.7301624628447,-0.508016757124705,3,5,16,0.102871038377174
"9399","naLongMax",-61.3538595361963,-0.507793299298808,1,4,855,0.121476034893746
"7072","polyC1",-61.5566544064666,-0.507773499823711,3,4,643,0.105251999099504
"7731","phenoRange",-50.967312784223,-0.507764444250862,2,3,703,0.102836976847098
"7155","naLongMax",-54.3030130310238,-0.507665484795863,2,3,651,0.0743713608046854
"5956","naLongMax",-39.2742721331148,-0.507638972104544,2,4,542,0.0922753652453867
"10844","phenoRange",-39.0770111237428,-0.507626114540918,2,5,986,0.157904892074772
"2413","naLatMin",-36.3833098414066,-0.507611133767031,4,6,220,0.0911298382704012
"6297","naLongMax",-60.4672586318291,-0.507387812386396,2,4,573,0.122712920501519
"7621","phenoRange",-63.2793963913959,-0.507316612356315,2,2,693,0.119598244878371
"5130","naLatMin",-37.0039540174953,-0.5072577264583,1,3,467,0.0718928919382695
"6699","polyG1",-49.429318984056,-0.507028695431876,2,5,609,0.0657033603010296
"7957","naLatMin",-39.0689467672536,-0.506952207487429,3,6,724,0.0931652967238639
"6956","naLatMin",-99.0430272797188,-0.506760121800943,1,3,633,0.0979174986311448
"622","naLongMin",-56.9577013927058,-0.506147012836835,4,5,57,0.128450382013797
"9062","phenoRange",-66.9302778004849,-0.505890372673149,3,6,824,0.0864871551698499
"3276","phenoRange",-76.1494035501415,-0.505797932807253,4,5,298,0.0470445102398611
"8794","naLongMax",-71.756541671874,-0.505709556871213,2,4,800,0.0950059689274927
"6637","naLatMin",-53.7212624905167,-0.505692678273789,4,6,604,0.106086283730607
"5494","naLongMax",-49.7029359354188,-0.505445896127164,3,4,500,0.0693271312773958
"8952","phenoRange",-60.8623871005723,-0.50533402312752,3,5,814,0.11864649921067
"1681","phenoRange",-66.2396587771579,-0.505271543275711,2,5,153,0.0536387375792059
"3943","naLongMax",-51.6531958217945,-0.505208409929438,3,3,359,0.119097782160775
"9919","phenoMean",-42.2708625540813,-0.505007586530119,2,4,902,0.0840367763561114
"4746","naLongMax",-43.6506403034496,-0.504503142833399,4,4,432,0.0588686622487872
"6594","naLongMax",-96.3788493014634,-0.504146138881938,2,3,600,0.0673076178916178
"7473","naLatMin",-84.1983548021248,-0.503712032768932,2,4,680,0.111423807376128
"170","naLongMax",-41.3294302624766,-0.503138303246465,4,6,16,0.117828786785306
"2684","polyG1",-44.0448208995291,-0.503108388434547,4,5,244,0.10815571334514
"9955","polyG1",-53.2845124196932,-0.502809904850262,3,5,905,0.0499475356511784
"4508","phenoRange",-65.7296620305511,-0.502614689537262,4,7,410,0.0737182192017752
"2209","phenoRange",-53.9614503777257,-0.502236429368183,3,4,201,0.156021928944954
"2462","phenoRange",-57.9869623941723,-0.502153085126447,2,3,224,0.0767561678235906
"3178","polyC1",-104.284358784667,-0.501970631410442,2,5,289,0.0664117897285086
"647","phenoRange",-29.7068035403738,-0.501850583977022,4,6,59,0.0933427704310384
"5818","polyC1",-52.088560604829,-0.501782293085584,3,5,529,0.0881861133009023
"6759","naLongMax",-41.6668458349403,-0.501569923325031,1,4,615,0.0585556126751601
"8628","naLatMin",-67.4663419074944,-0.501514134977632,1,3,785,0.0929492434268702
"7202","phenoMean",-54.1877011051935,-0.501459348942951,3,5,655,0.0906786362526508
"10191","naLongMax",-54.54893351727,-0.501418041468894,1,3,927,0.0971431273961714
"3963","naLatMax",-46.2283686343491,-0.500520380328519,2,3,361,0.0864907040609639
"5020","naLatMin",-64.550157924708,-0.500172122804519,3,6,457,0.0597731658482398
"1005","naLatMin",-64.1684762102464,-0.500170448859856,4,5,92,0.105628899722088
"9810","phenoRange",-54.5989914811385,-0.50016444295561,1,5,892,0.0982353479992056
"7813","naLatMax",-44.6285964493394,-0.500104555565505,4,6,711,0.112874002401261
"3041","naLongMax",-68.3966336321497,-0.499880226135684,1,3,277,0.129203918526791
"4696","polyC1",-75.2188403327198,-0.499853299018606,2,4,427,0.103319894122582
"10361","polyC1",-52.2155166081066,-0.499758277329912,1,2,942,0.084613728591326
"3381","naLatMin",-73.929614213047,-0.499447908499254,3,7,308,0.055965352733609
"4184","naLatMin",-41.9359343408167,-0.499171876182102,4,6,381,0.121677592346401
"10955","polyC1",-71.3511337299786,-0.499116990862857,1,2,996,0.0894950235166959
"603","phenoRange",-72.6520699035528,-0.498770317171701,2,3,55,0.0770627961827061
"5528","naLongMin",-61.8584935814816,-0.49864936607252,3,4,503,0.126146050213124
"3816","polyC1",-83.6143602403357,-0.498396982152183,2,3,347,0.095277998030831
"2524","naLongMax",-56.5643136698255,-0.498393586506143,3,4,230,0.148169263118678
"9161","phenoRange",-63.4467292507162,-0.498324036223895,2,3,833,0.073897469391397
"10323","naLongMax",-43.6552382831337,-0.49826823373482,5,9,939,0.151211997418496
"11010","polyC1",-77.4265513316019,-0.498233392693915,2,3,1001,0.0607167892443812
"2892","polyC1",-68.7508175251916,-0.498212894321342,2,3,263,0.0407578976363508
"2755","naLongMax",-59.2030942954929,-0.498114923887632,3,3,251,0.139517816323457
"4530","phenoRange",-31.1133460803691,-0.498079617406214,3,4,412,0.100519501155248
"5102","phenoRange",-35.5697608531661,-0.497522277804105,3,6,464,0.0798688108058135
"1875","naLongMax",-51.0824882804422,-0.497314908180639,2,4,171,0.117228075087072
"3656","naLatMin",-66.0040028852647,-0.497240525886394,3,4,333,0.0754986394987299
"4596","phenoRange",-77.7830177489377,-0.497154472624042,3,3,418,0.152707796414156
"1071","naLatMin",-48.0354840429199,-0.496981232095602,2,4,98,0.10371498247089
"944","phenoRange",-50.010398093652,-0.496919022998228,3,5,86,0.0959895417845434
"4723","naLatMin",-37.9190893721864,-0.4966599608685,2,7,430,0.0320669867387414
"9385","ITD",-35.8027557554001,-0.496508174733775,5,8,854,0.0970867906065904
"9304","phenoRange",-61.3804032396015,-0.496132514753286,3,4,846,0.123952792077533
"3909","naLatMin",-47.1829355257529,-0.495963041786334,6,7,356,0.0662450657080512
"10961","naLongMax",-60.5938177955689,-0.495569071601396,2,3,997,0.096286202876451
"10644","oliG1",-60.6798912846121,-0.495492445694664,3,3,968,0.100895271439536
"1261","oliG1",-41.3946197690859,-0.49544020621489,6,7,115,0.0710631900183373
"2853","naLatMin",-75.6301660372799,-0.495078829134459,3,5,260,0.100952102746012
"92","naLatMin",-54.350942455311,-0.494682301318544,4,5,9,0.11685738727979
"6588","polyC1",-48.7486044804486,-0.494381357481938,4,5,599,0.0904468958762673
"1677","naLongMax",-64.8021262653147,-0.494306144537599,3,6,153,0.10359139723924
"3694","phenoRange",-62.4452901411189,-0.494137507108178,2,4,336,0.151078689391163
"6451","naLongMax",-42.1905731621931,-0.494055357669492,4,7,587,0.107611484867867
"10230","polyG1",-43.1091626014294,-0.493667463426201,4,4,930,0.100359133994832
"1214","naLatMin",-57.2039920162753,-0.49361308251515,2,4,111,0.0968133882973495
"9707","naLongMax",-83.1207064477516,-0.493488349474267,1,4,883,0.0962632409761354
"10316","phenoRange",-54.4647738425728,-0.493432977984439,3,5,938,0.0822352295091754
"3947","phenoRange",-50.4358721740323,-0.493302038316397,4,4,359,0.0912240869726458
"6473","naLongMax",-61.0445105496049,-0.493122797881112,2,3,589,0.0866612567017478
"1401","naLatMin",-78.4119712889382,-0.492862850964312,2,5,128,0.0501788959698135
"9641","naLongMax",-34.1285579676694,-0.492793627411261,2,5,877,0.0992501363710461
"935","polyG1",-53.8148956976793,-0.492546239794955,3,5,85,0.0832170557762364
"9465","naLongMax",-58.5347061927709,-0.492082978604994,2,4,861,0.0727600325911503
"3932","naLongMax",-48.3087303308043,-0.49198132609206,2,4,358,0.0694088575008026
"9387","naLatMin",-35.4756064336274,-0.491971308529161,6,9,854,0.0845242128777209
"2346","naLatMax",-70.7761059071247,-0.491916026806875,3,6,214,0.169557008781051
"9157","naLongMax",-62.6250663703488,-0.491870522105901,3,4,833,0.171406332515107
"8754","phenoRange",-67.6234113095383,-0.491755410004463,2,3,796,0.0854169819787633
"10779","polyC1",-55.723001197586,-0.491507121959569,2,5,980,0.0925270875876835
"258","naLongMax",-75.2593455232111,-0.491362448323569,2,2,24,0.113577404504729
"6586","phenoMean",-48.4401138626411,-0.491252816428762,5,6,599,0.063560798932359
"3717","polyC1",-32.6629883747512,-0.491002738604289,2,5,338,0.08392126093665
"1406","phenoRange",-78.1017108248599,-0.490912691385952,3,6,128,0.0755733214532831
"8738","naLatMin",-64.5203202811616,-0.490882824047252,4,6,795,0.0841055866507526
"9899","polyC1",-54.8979498019855,-0.490761158793606,4,5,900,0.0432442560489644
"8365","naLongMax",-82.2925173120487,-0.490581860899409,2,4,761,0.0853852886001829
"5971","phenoRange",-46.2077787821461,-0.490313123925603,3,4,543,0.0523761593916205
"10051","phenoMean",-32.7087998318992,-0.489928872570062,4,7,914,0.108954082326769
"923","polyC1",-73.7266584028907,-0.489769914656418,3,8,84,0.0466449197399653
"2777","naLongMax",-58.5845094898657,-0.489768949394381,2,4,253,0.11568943645743
"7024","naLongMin",-42.8119084190378,-0.489388556803422,5,6,639,0.163793875041367
"6661","naLongMin",-39.5333971664371,-0.489310870358626,2,3,606,0.133753993658622
"4223","polyC1",-63.5725701204694,-0.489043269618336,3,5,384,0.086003112476712
"2101","polyG1",-48.4392036949875,-0.488972973219888,3,7,191,0.0473634169844254
"1356","naLatMax",-59.7180941328047,-0.488690602265232,4,6,124,0.0742581443640791
"9535","phenoRange",-69.5991293842677,-0.488529518064371,2,4,867,0.120445723812991
"5662","phenoMean",-63.9444112773829,-0.488427139851944,4,6,515,0.0878018691407592
"2810","naLongMax",-45.476527758952,-0.488269835247339,3,4,256,0.106113346596156
"8733","polyC1",-49.2011376901589,-0.488241404769526,1,4,794,0.120871760145328
"3210","phenoRange",-69.2917012636539,-0.487801758764363,3,4,292,0.114224781159425
"8898","polyC1",-57.9979550429436,-0.487424683169042,3,6,809,0.0965760447536998
"5295","naLatMin",-34.7322464723039,-0.487181180668192,4,6,482,0.113611700694356
"3843","naLatMin",-61.6276929822267,-0.486883926581422,2,7,350,0.0562221968196154
"4267","polyC1",-42.6502218000218,-0.486479772194188,2,8,388,0.0490242254992591
"7015","phenoMean",-55.4231364682185,-0.486151430716418,1,5,638,0.0732006816608217
"279","naLatMin",-46.9720046065894,-0.486064699737427,2,6,26,0.1011518475085
"2919","naLatMin",-38.0037497486846,-0.485985325950766,4,8,266,0.0523571583818616
"6851","phenoRange",-85.0389695063537,-0.485933550059206,2,6,623,0.0827374831817404
"3861","polyG1",-56.7483054026637,-0.485736174610716,3,5,351,0.0759112888590155
"1435","naLongMax",-78.936587263942,-0.485715605325375,1,4,131,0.10228840394887
"7655","polyC1",-58.8446014128461,-0.485589920145992,3,5,696,0.0661736623233721
"6836","naLongMax",-71.9309491457321,-0.485456787817029,1,4,622,0.126527292489777
"7936","naLongMax",-72.3404628451724,-0.485272957784187,2,5,722,0.135826825390707
"7056","naLongMax",-44.4456039658227,-0.485171256611211,2,5,642,0.112686154653322
"10581","polyC1",-50.4287373483476,-0.485162318744092,2,4,962,0.0905046962721254
"1087","phenoRange",-43.6874907680965,-0.485127143994832,2,4,99,0.110946800209462
"10282","phenoMean",-88.1346108723444,-0.485051418008024,1,2,935,0.11544223545426
"10826","ITD",-54.8714995394665,-0.484802093535052,3,6,985,0.155090493154651
"4789","naLatMin",-83.0375915998322,-0.484727059008487,3,4,436,0.101676987470882
"9558","polyC1",-53.5934035147784,-0.484604368209581,3,6,869,0.078331789520798
"9503","polyC1",-58.1702137558132,-0.484566325097274,3,6,864,0.0689580896130773
"4856","naLongMax",-41.1177745462142,-0.48454043326212,4,4,442,0.0628232707627907
"8634","polyC1",-65.174641441893,-0.484478674863167,2,5,785,0.0925671153764142
"4911","naLongMax",-72.2336994279819,-0.48433779667144,3,3,447,0.0763229827219792
"5806","phenoRange",-52.2952438127206,-0.48416367584446,2,2,528,0.104559329029659
"5564","phenoRange",-66.5233777228549,-0.483734752631246,2,4,506,0.129846408265877
"3712","naLongMax",-32.1700971424521,-0.483593405994661,3,6,338,0.0824792160487942
"7434","phenoRange",-60.6826646773423,-0.483473095189825,3,4,676,0.102688511196422
"10114","naLongMax",-81.6452964047694,-0.48333609309308,2,3,920,0.0782112875378198
"3205","naLatMin",-68.6128809070087,-0.483022979230626,4,5,292,0.0802810328690801
"2440","phenoRange",-46.565899453006,-0.482923991027361,2,6,222,0.0863445552503187
"653","naLatMin",-42.5104165400793,-0.482023751013826,2,5,60,0.0827152736118845
"5263","naLongMax",-70.3008645016212,-0.481913079348154,2,4,479,0.0755308620633418
"3727","phenoRange",-73.6441584616743,-0.481864449824062,3,4,339,0.0813766499178335
"10972","naLongMax",-71.088895976866,-0.481795944900819,1,3,998,0.119552410421547
"646","phenoMean",-28.5119519567877,-0.481665411103286,5,7,59,0.083218937095035
"497","ITD",-35.2345879673265,-0.481030190475084,4,5,46,0.102895602573247
"862","naLatMin",-74.3430022242209,-0.480925907691448,1,6,79,0.102843202807258
"4981","phenoRange",-64.575982539282,-0.480699511666904,1,4,453,0.102245958937213
"10356","naLongMax",-50.2131091929839,-0.480593099135754,2,4,942,0.0713476512054871
"1067","polyG1",-43.0683595195694,-0.480522551037908,3,6,97,0.0813291758637019
"10303","oliG1",-46.7354883956345,-0.480384817094762,4,6,937,0.123304131000398
"7066","naLatMin",-58.2334152764169,-0.48036049663036,4,5,643,0.0877201593473356
"5986","ITD",-43.7386017535256,-0.480309073604512,5,8,545,0.0547222246539696
"3969","phenoRange",-44.3154121609076,-0.479808559212525,3,4,361,0.0859443212187258
"5712","naLatMax",-56.2870890499671,-0.479745352281656,2,5,520,0.135610248503349
"9927","naLongMax",-73.3016908332069,-0.479691815809438,2,4,903,0.173097884850601
"1318","phenoRange",-48.020274760905,-0.479487175808958,3,5,120,0.080982497473659
"4004","polyG1",-49.5165832519292,-0.479313570338644,3,5,364,0.0733470443301393
"10222","naLatMax",-41.8274345021234,-0.478989668233644,5,6,930,0.125561491629531
"9806","naLongMax",-52.2649556559845,-0.478783063983988,2,6,892,0.0985054973967711
"3639","phenoRange",-58.1979827237245,-0.478586965042488,3,5,331,0.0943947363967072
"7006","polyC1",-64.7107841752811,-0.478442184778966,3,6,637,0.074924465291937
"4673","phenoRange",-62.2933411532637,-0.478323332203771,3,4,425,0.0915165389067496
"7335","phenoRange",-109.515628644261,-0.478240947510788,1,3,667,0.107026362659561
"635","phenoMean",-41.1461435342055,-0.477575377447685,4,8,58,0.0904182041651706
"3826","phenoRange",-53.2052028718013,-0.477135670208566,2,3,348,0.106686751217343
"2936","polyC1",-63.5622606037701,-0.476758733306045,3,4,267,0.0742941213639997
"8843","polyC1",-66.8522082518511,-0.476647450569709,2,3,804,0.105689160732089
"2111","polyC1",-57.1665289785466,-0.475699710035931,1,5,192,0.0899709127822917
"7325","polyC1",-53.8196629400531,-0.475522036086133,2,4,666,0.0880331808341591
"9520","naLongMax",-67.4318040908255,-0.475512318692916,2,2,866,0.0897252323242074
"531","naLatMax",-53.8963292011619,-0.475501593308718,2,4,49,0.137942535270138
"4295","naLongMax",-69.6132622034051,-0.475367018218248,3,6,391,0.0763342334338152
"7918","phenoRange",-44.3367720298692,-0.474939930436861,2,6,720,0.14746818436594
"5432","phenoRange",-77.1561064518806,-0.474173350323136,3,7,494,0.108782328938261
"9084","phenoRange",-54.9640525444852,-0.474116133657114,2,3,826,0.0727801451939651
"2945","phenoMean",-51.6619456592194,-0.473997775124282,2,4,268,0.0944627969645203
"10471","polyC1",-39.7607803253985,-0.473844511028443,3,5,952,0.0787861321078775
"9737","ITD",-38.9660215278708,-0.473698048325653,3,4,886,0.0781503969051653
"829","naLatMin",-46.7705081776069,-0.473645068630915,3,4,76,0.0982076162431384
"8468","phenoRange",-32.9406068510243,-0.473573521678272,3,6,770,0.146169837386462
"8837","naLatMin",-66.4134737415002,-0.4735193312255,3,4,804,0.0675554052578231
"4113","polyC1",-41.8188787629689,-0.473378655769192,2,6,374,0.0850661886732179
"6796","phenoRange",-49.4101809549657,-0.473199396242786,3,3,618,0.0740156339064645
"7401","phenoRange",-51.4965828951946,-0.47302039611936,3,5,673,0.128746672888444
"7714","naLatMax",-28.4772802880576,-0.471862194621374,4,6,702,0.0809349424101721
"10641","naLatMin",-57.7801966932141,-0.471814473726647,4,4,968,0.0989978093456205
"764","naLongMax",-61.6477981343539,-0.471807236686902,2,4,70,0.14878141045476
"7803","naLatMin",-36.3221554979819,-0.471705084774401,3,6,710,0.0919517109746689
"10692","polyG1",-43.6211974065502,-0.471162299336765,2,5,972,0.111710131705483
"71","naLongMax",-40.93994384263,-0.470894978922751,2,3,7,0.158491148936765
"10543","naLongMax",-58.5306364258243,-0.470855224170476,2,3,959,0.0873620328868445
"9897","phenoMean",-52.6640327491904,-0.470791019190344,5,6,900,0.0806871813623781
"3657","naLongMax",-62.4867990134098,-0.470743704081042,4,5,333,0.0928296088617024
"7209","naLatMin",-64.8481475969187,-0.469266106342051,4,6,656,0.0624461563224244
"6890","naLatMin",-40.6311699324088,-0.469169942062374,3,4,627,0.127825362568806
"2227","naLongMax",-54.1706668138085,-0.468689873509066,1,5,203,0.118644041338878
"10542","naLatMin",-58.2561545686332,-0.468647128986644,3,4,959,0.129626739928886
"2236","naLatMax",-51.5391363475335,-0.46835812899735,4,6,204,0.142017623429032
"3283","naLongMax",-44.1513158493057,-0.468258801304511,4,5,299,0.156387662987607
"5187","naLongMin",-69.0746713564424,-0.468091773745765,2,4,472,0.0952901574286351
"3749","phenoRange",-51.7647814286777,-0.46777399657287,3,4,341,0.0607019611890355
"9023","naLatMax",-77.6949597763328,-0.467738383179725,2,2,821,0.111023266416193
"77","polyG1",-40.663047300005,-0.467710089561291,3,4,7,0.0864578736833459
"3931","naLatMin",-45.9178191891726,-0.467632028853788,3,5,358,0.0488215962821982
"6522","polyC1",-69.4008069944668,-0.467595509236291,3,4,593,0.0888351943957208
"9526","polyG1",-66.2915731572034,-0.467471693613959,3,3,866,0.0984253406716446
"6214","polyC1",-58.5552035606494,-0.46737113389229,2,4,565,0.072853054698951
"9436","phenoRange",-38.3158620729974,-0.467277981051494,1,5,858,0.0512043960713028
"3612","naLatMin",-46.581608740067,-0.467270883492516,5,5,329,0.113941334682674
"7034","naLongMax",-61.0144268033857,-0.467251281858871,2,4,640,0.11177173004369
"873","naLatMin",-56.7896416007633,-0.467191230063356,2,4,80,0.0398034526257744
"10664","naLongMax",-53.4408670680402,-0.467152207901674,3,5,970,0.130695353261947
"2737","phenoRange",-40.9605970909509,-0.466883786330074,3,6,249,0.0881218411471941
"2121","phenoRange",-56.2201360266401,-0.465995233534802,2,5,193,0.0583633646531222
"416","phenoRange",-36.3239032205364,-0.465806271649056,3,3,38,0.0544117249415818
"9982","naLongMax",-97.9695187276457,-0.465751227220809,2,2,908,0.0745461217036538
"7588","phenoRange",-41.3853095281891,-0.465282399427439,4,6,690,0.104698078578771
"2039","naLatMin",-56.785291012057,-0.465147922258388,3,4,186,0.0824632544912743
"3430","phenoRange",-54.6936218844253,-0.464935128130437,2,4,312,0.0861222240222913
"5036","phenoRange",-50.7117711852015,-0.464589831885817,3,4,458,0.104158193511674
"7969","naLongMax",-64.9623140402025,-0.464466860838835,2,4,725,0.178451385194035
"1076","phenoRange",-44.8713633539604,-0.464244836703121,3,5,98,0.122741898073388
"2869","phenoRange",-36.9697353302517,-0.46413691210144,4,9,261,0.0922195516411217
"3762","polyG1",-31.9030175695967,-0.463976683160209,2,6,342,0.102327281358812
"5145","phenoMean",-59.5969746091238,-0.463637230248907,4,5,468,0.0836587417886583
"9205","phenoRange",-61.0794998061248,-0.463110099338012,2,4,837,0.0698344667160668
"1274","phenoRange",-68.4513802167049,-0.462930591526479,2,3,116,0.0743915078338191
"874","naLongMax",-56.2226170017421,-0.462526489937767,3,6,80,0.103759410850615
"4889","naLongMax",-34.2499709923831,-0.461637809636988,3,7,445,0.066895976576313
"7144","naLongMax",-32.0708413866925,-0.461632259275376,2,4,650,0.070864450656569
"5460","naLatMin",-49.0549906127319,-0.461434312714437,3,4,497,0.0718075706517768
"2128","naLongMax",-32.4171957791694,-0.461118984749603,3,6,194,0.0873103563621479
"8633","phenoRange",-61.995796891724,-0.460848588664152,3,6,785,0.102141893056075
"3552","polyC1",-47.7826727828964,-0.46064532941043,1,4,323,0.0644879093289301
"10719","naLongMax",-53.562999952433,-0.460584111069323,2,6,975,0.10086850085402
"686","naLatMin",-41.6129877022978,-0.460530997530972,4,6,63,0.0330379278110142
"5572","naLongMin",-62.8262539574234,-0.460398769627209,3,5,507,0.0792241608586896
"2352","phenoRange",-66.2215568735304,-0.460260489450202,4,7,214,0.0790758747659121
"9712","polyC1",-77.504471442006,-0.460144713914731,2,5,883,0.118950186106267
"7798","polyC1",-37.9102915875958,-0.459550262170151,3,5,709,0.0891905397653553
"3547","naLongMax",-47.6631236411519,-0.45949282473515,2,5,323,0.0447764906465541
