"","x_names","importance","RSimportance","rank","absrank","iter","rel_imp"
"8500","phenoMean",-2.96425001865089,-0.0266029510181361,6,9,773,0.0791462730462852
"10599","naLongMin",-2.96726976928165,-0.0265742005207527,6,10,964,0.0975951914141974
"1678","naLongMin",-3.4495572333068,-0.0263129843822786,7,11,153,0.0479754982920074
"4147","polyG1",-2.18879872797631,-0.0261143638174382,6,10,377,0.128168304592267
"9678","phenoRange",-2.09205580516145,-0.0260867090673908,5,11,880,0.058649331487879
"4397","phenoMean",-3.80350229144812,-0.0258913929861952,5,11,400,0.101641009665617
"3075","naLongMin",-2.77453319985729,-0.0258241275207215,5,10,280,0.0858415403546725
"4855","naLatMin",-2.18088444408465,-0.0256999972662356,8,11,442,0.125139072543565
"9491","phenoRange",-2.55478510287875,-0.025180823403498,3,10,863,0.0635275259487481
"3115","ITD",-2.75168626215856,-0.0251013180386173,7,10,284,0.085909610795402
"4452","phenoMean",-2.75614993259228,-0.0250356872813486,5,11,405,0.0989555192942383
"659","polyC1",-2.20754876739643,-0.0250312987736344,4,11,60,0.0462837531135656
"9760","naLatMax",-4.41985997891628,-0.0250298706708522,6,10,888,0.0342787697864053
"8419","naLatMin",-2.91464100930346,-0.0249498529324916,3,11,766,0.0972499154293258
"1658","phenoMean",-2.79217792160594,-0.0249319373299033,5,11,151,0.0903065649428286
"5398","phenoMean",-4.01056558237531,-0.0245876361733931,6,11,491,0.0884969333075311
"10183","phenoMean",-2.4336380001435,-0.0245775321373695,6,11,926,0.105614572289894
"1416","phenoMean",-2.82071642496154,-0.0245563669132244,5,10,129,0.102110598562903
"1634","naLongMin",-2.06728319572325,-0.0242725819909192,7,10,149,0.0283319644378164
"2395","phenoMean",-4.69489324341651,-0.0242069171413741,5,11,218,0.116851240943219
"8502","polyC1",-2.6972357618026,-0.0242066055171207,7,10,773,0.10818892286511
"2545","naLatMin",-4.57993511721967,-0.0241175709672501,5,9,232,0.0758774828494413
"10271","phenoMean",-4.07793740263055,-0.0240709942980209,4,9,934,0.047879010354078
"8041","polyG1",-3.25444895291117,-0.0240164357085316,5,9,731,0.0720763087837412
"7293","polyG1",-2.78593520753965,-0.0239081499494036,6,11,663,0.0899015087538754
"5217","naLatMax",-3.20384258064212,-0.023870121608389,6,11,475,0.103675040807635
"7169","phenoMean",-3.66772967400322,-0.0236363012281499,6,11,652,0.0746486232138741
"195","phenoMean",-4.13799730956529,-0.0236184665532429,5,11,18,0.0627799200790653
"9869","ITD",-3.93468151913774,-0.0235278560074181,6,11,898,0.0690464070795347
"10133","ITD",-2.22304459852992,-0.0233700964216861,7,11,922,0.137742086094193
"1991","polyG1",-1.86419065958955,-0.0232866055914981,7,9,181,0.105355325163618
"2453","polyG1",-2.78321316996355,-0.0230477836764546,6,11,223,0.0826350023857941
"6300","phenoMean",-2.71169196846301,-0.0227541232540674,6,8,573,0.0630997244982222
"3890","oliG1",-1.94638423477467,-0.0227293158243029,6,11,354,0.0999026091794718
"7213","phenoMean",-3.13312140173765,-0.0226724699991313,8,10,656,0.095797428901757
"4336","ITD",-2.87965271641945,-0.0226661818935935,5,10,395,0.0933255855769496
"5427","naLatMin",-3.67644930029571,-0.0225941194052033,5,11,494,0.0327746889646841
"5333","phenoRange",-3.99848952278898,-0.0224030188444161,3,10,485,0.0460731042211503
"9452","naLatMax",-3.40768696843895,-0.0223139997851684,7,11,860,0.18552212795074
"5376","phenoMean",-2.27453060480808,-0.022141372977688,7,11,489,0.064682360329667
"1999","phenoMean",-4.69771987851424,-0.0221374988675563,5,11,182,0.0651515934705895
"5091","phenoRange",-1.92021057843031,-0.0220974394133248,5,11,463,0.0683426108301892
"6283","ITD",-1.55177570722796,-0.0219637205256309,5,11,572,0.054196184193476
"10057","naLatMax",-2.67978807784367,-0.0219004935039917,7,11,915,0.138459300175504
"10969","ITD",-3.2111624750214,-0.0217632449853555,7,11,998,0.0796038983176993
"305","phenoMean",-3.0653413701131,-0.0216174145649853,6,11,28,0.120699453705811
"8669","clepto1",-1.16317767257395,-0.0215648929058134,8,10,789,0.0693100935130632
"286","polyG1",-2.07879094742991,-0.0215112577404809,6,11,26,0.0632656637985632
"6482","naLatMax",-2.40654527930752,-0.0215060008836613,7,11,590,0.0929684285325397
"2062","naLongMax",-1.63195486378042,-0.0214626522805342,6,11,188,0.113942708799102
"536","phenoMean",-2.41766409203531,-0.0213298965789915,7,10,49,0.0814210881885277
"6135","phenoMean",-1.42490175038743,-0.0213228111241295,4,11,558,0.0870899708141287
"9287","naLatMax",-2.52532269523036,-0.0212354804741965,7,11,845,0.0742132580493655
"1705","polyG1",-3.02182317244096,-0.021109132309607,5,10,155,0.0589196437153572
"10429","clepto1",-2.79658649427262,-0.02103559747705,8,10,949,0.0683769284145743
"5865","ITD",-2.9369225908308,-0.0209438789046744,5,11,534,0.124648018848762
"10718","naLatMin",-2.41710449864357,-0.0207844954139624,4,11,975,0.0633753272709086
"3820","naLatMax",-2.2993498965184,-0.02062019867799,8,10,348,0.059686507556512
"4144","phenoMean",-1.70756167076049,-0.0203727670986817,7,11,377,0.124348986869565
"2145","polyG1",-2.81487716397399,-0.0203383292989406,7,11,195,0.0344243139401141
"2548","oliG1",-3.8406554040754,-0.0202245832960123,6,10,232,0.0759680549012259
"10527","polyG1",-4.10639075642778,-0.0201871990143545,6,11,957,0.0931664242202258
"7409","naLongMin",-1.61049877372785,-0.0201526820313616,6,11,674,0.113479337932791
"5896","polyG1",-2.48128818332787,-0.0200726589664982,8,11,536,0.0431929069797674
"3363","phenoMean",-2.51153461290616,-0.0200161406100041,5,10,306,0.067676812964137
"4043","naLongMin",-2.43713861265871,-0.0199711090787583,8,11,368,0.100081545861807
"3521","clepto1",-2.60810009778276,-0.0198875265878116,6,11,321,0.098360798648002
"3148","ITD",-2.5330213623945,-0.0195741091625052,7,10,287,0.0802057323722385
"6571","naLatMin",-3.64254455576603,-0.0195270121044908,5,10,598,0.0683953561821935
"9596","naLatMin",-1.76130060698333,-0.0194356542544538,4,11,873,0.119411788284719
"10337","phenoMean",-1.74621106656885,-0.019426091674957,7,11,940,0.092379782084974
"8447","polyC1",-1.86670028149121,-0.0191964115577246,7,11,768,0.161967847699183
"3825","phenoMean",-2.13756949874438,-0.019169378187661,9,11,348,0.106675615610602
"7137","phenoRange",-2.46738205773647,-0.0186374788198854,4,11,649,0.0559193596819572
"1042","phenoMean",-2.41064303428456,-0.0186330806846697,9,11,95,0.135143378361524
"1384","phenoRange",-2.56236588756891,-0.0185392813040163,5,11,126,0.0701626020737475
"352","polyG1",-1.93252587827919,-0.018487290032947,5,11,32,0.0488180728727201
"2230","phenoMean",-2.13382527727343,-0.0184620636613762,5,11,203,0.109225943514596
"1008","oliG1",-2.36394855730509,-0.0184261382039814,7,10,92,0.0697967310654591
"9321","naLatMin",-2.97984684433499,-0.0182658688088326,5,11,848,0.0282659860908957
"1372","phenoMean",-1.57112759469879,-0.0180646781364322,6,11,125,0.0786834144819128
"2477","ITD",-1.62863521771867,-0.0179947454925006,6,11,226,0.0871781196202118
"810","oliG1",-1.87176029196106,-0.0178949336082781,6,11,74,0.0354870212420231
"10927","naLatMin",-3.18865108088562,-0.0178554303341352,3,11,994,0.117629631053694
"4037","polyG1",-4.33252460526037,-0.0175275946135669,3,10,367,0.131055388621989
"6917","phenoRange",-1.70771819391089,-0.0174153375224046,3,10,629,0.0372172586938175
"4577","clepto1",-2.38839714600383,-0.0173638861143842,9,11,417,0.0828596023194354
"1202","naLatMax",-2.69755154936962,-0.0172587984009948,7,11,110,0.137443050221341
"2286","phenoRange",-1.82433916202203,-0.0171800225240665,6,11,208,0.0722696529792205
"6273","naLatMax",-2.15058766395354,-0.0170890578401339,6,11,571,0.0961975884082869
"244","ITD",-1.93857570259394,-0.0170770113205339,6,11,23,0.0916010746049755
"8030","polyG1",-2.57562193176511,-0.0170627391807244,5,11,730,0.0899436007497154
"4375","phenoMean",-2.93613895130949,-0.0170240497152825,5,11,398,0.0993609139766284
"1744","naLongMin",-2.64359663943259,-0.0167365988434391,5,11,159,0.0840410499658387
"1757","phenoMean",-2.33135641717943,-0.0164817263047112,5,11,160,0.091021532378829
"4171","ITD",-1.90992645355154,-0.0164280727154135,6,11,380,0.0605426036454646
"10272","phenoRange",-2.78208352013928,-0.0164219089058827,5,10,934,0.127498777412139
"6860","oliG1",-1.93330573738252,-0.0163212438821636,7,11,624,0.101611146273008
"4221","phenoMean",-2.11654964933121,-0.0162819335266296,7,11,384,0.0789263757248606
"10032","polyG1",-3.2578013370794,-0.0162115077671986,6,11,912,0.0722957713558363
"8157","naLongMin",-1.9764468078736,-0.0161874460536843,8,11,742,0.0885004814602366
"8350","clepto1",-1.60856268106641,-0.0160518668448039,6,11,760,0.0720401924081957
"3973","ITD",-1.98189854550264,-0.0160413098273066,5,11,362,0.115309613750736
"7469","polyG1",-1.58537959011668,-0.0157836126524908,7,11,679,0.0639285870903147
"10266","naLatMax",-2.6559096403101,-0.0156771376055757,6,11,934,0.126842682743909
"6108","naLatMax",-1.70082794031804,-0.0151465802579065,5,11,556,0.0685734560347816
"9856","polyG1",-1.73163938322955,-0.015095075517027,5,10,896,0.131472149554576
"1840","naLatMax",-1.30793483645976,-0.0147849494403949,7,11,168,0.0988046610848338
"3655","naLatMax",-1.96217647798734,-0.0147820377726539,8,11,333,0.137695923975862
"3872","polyG1",-1.35226911492772,-0.0146704550156062,6,11,352,0.109782274330372
"1932","oliG1",-2.34178203687819,-0.0145170444163932,5,11,176,0.0696793907411481
"2631","ITD",-3.05110905643223,-0.0144778660324056,8,11,240,0.0782059384051703
"10794","naLatMax",-1.56081638136686,-0.0144596558961083,6,10,982,0.105493074848397
"7671","naLatMin",-1.97718417187322,-0.0144190556775494,3,11,698,0.0805541704866952
"4851","polyG1",-1.45209858714482,-0.0143137419716794,6,11,441,0.0736256787211026
"2670","phenoMean",-1.80693561025299,-0.0140628552668507,5,11,243,0.0812949106633766
"6159","polyC1",-3.39032369679767,-0.0140127188505184,5,11,560,0.0815326578255287
"2611","naLatMin",-1.20984256529367,-0.0138879305553767,4,10,238,0.102441665706932
"10326","phenoMean",-1.21329335593492,-0.0138481786204669,7,11,939,0.0580676260254623
"7478","phenoRange",-2.2966524027973,-0.0137395968495513,5,11,680,0.0784060134787987
"2688","naLatMin",-1.18500584435514,-0.0134354409043332,5,11,245,0.0616362799527825
"1555","naLatMin",-2.1659973536409,-0.0133317028894525,7,11,142,0.0935355770659457
"3259","naLatMax",-2.31962656718289,-0.0133042561045405,7,11,297,0.119775398154736
"529","clepto1",-1.50552951005962,-0.0132825684312321,8,11,49,0.0610739432467182
"5206","naLatMax",-1.13365374365884,-0.0130422259958978,7,11,474,0.0888085151936169
"5568","ITD",-1.75712878717403,-0.012876462955116,7,11,507,0.0514334408914744
"4705","phenoMean",-1.71745557188403,-0.0128556635195106,5,11,428,0.0900025914677462
"4035","phenoRange",-3.09201226817491,-0.0125089970662702,4,11,367,0.125482980897922
"4382","naLatMin",-2.33506840254521,-0.0124895637108772,5,11,399,0.0489079773578171
"3766","naLatMin",-0.756898215127224,-0.0124245858187443,5,11,343,0.0607150831858657
"5994","polyC1",-1.10145048332915,-0.0120954177787913,7,11,545,0.160332921705302
"8627","naLatMax",-1.60663204529888,-0.011942972712678,6,11,785,0.148039385797039
"3438","naLongMin",-1.47024757858014,-0.0117559249220318,8,11,313,0.107287841520484
"6713","naLatMax",-1.65912813008585,-0.0117158027407332,6,11,611,0.0931433334010362
"5420","phenoMean",-1.34677996096223,-0.0115323144127208,4,11,493,0.117318434265339
"1480","naLongMin",-1.63900073628402,-0.0109045853879451,7,11,135,0.0842779676686069
"9980","naLatMax",-2.23913895837488,-0.0106449611197971,6,11,908,0.120293360348506
"2076","phenoMean",-1.50689801468094,-0.0104756062464906,6,11,189,0.10939224568752
"9425","phenoRange",-1.28446063511313,-0.0104598412023003,3,10,857,0.0560856407692307
"3813","oliG1",-1.74531168069796,-0.0104032138986001,7,11,347,0.0833745791483889
"1427","phenoMean",-1.35756344415613,-0.0103519169294297,4,10,130,0.0610606466306705
"10478","naLongMin",-0.98611758443219,-0.0102651978263124,6,10,953,0.102419612269439
"9942","phenoRange",-1.06128693238227,-0.0101876933538805,4,11,904,0.121065137602516
"9369","phenoMean",-0.991083521985491,-0.010064831892765,4,10,852,0.081350949552309
"9485","naLatMax",-1.00097296061337,-0.00986592701064375,4,11,863,0.118348613934665
"1686","naLatMax",-0.916903302929963,-0.00978627380127638,6,11,154,0.134216322262567
"7158","phenoMean",-1.0466378831057,-0.00978475960494141,6,11,651,0.0760426690047303
"9862","naLongMin",-1.48159961211583,-0.0097385428377681,6,11,897,0.0816182709687167
"1639","polyG1",-0.827912550211245,-0.0097207655428568,8,11,149,0.0933797868053297
"5144","oliG1",-1.24648597716751,-0.00969709133371968,8,10,468,0.10709511506552
"1303","naLongMax",-0.916075740118913,-0.00963518885120168,6,11,119,0.163355883265211
"6163","naLatMax",-1.26010120760089,-0.00951968924277653,6,11,561,0.178869966034013
"6443","phenoMean",-1.82123986514264,-0.0095103131590993,6,11,586,0.0626438378418187
"1569","oliG1",-1.75929025454435,-0.00945565383277074,3,10,143,0.110797069213574
"10940","naLongMin",-1.16848839224285,-0.00926545179985912,6,9,995,0.0863467884995442
"9078","naLatMax",-1.04707087739281,-0.00903196131057936,4,11,826,0.117758042762246
"1526","phenoMean",-0.805341185161687,-0.00895828321348073,5,11,139,0.113408055673153
"3099","phenoMean",-1.14325864783684,-0.00874710072139266,6,11,282,0.0478615304049538
"9644","phenoMean",-0.60047803962796,-0.00867050262156955,5,11,877,0.0738964631916578
"2602","naLongMin",-1.20784119497419,-0.00855874410151938,5,11,237,0.0847278117954105
"3074","naLongMax",-0.917377769700906,-0.00853854641589793,6,11,280,0.150227063277332
"547","phenoMean",-1.02104810659604,-0.00851034428448644,4,10,50,0.0669221253439846
"8731","phenoMean",-0.849347638588871,-0.0084283962459115,7,11,794,0.1190340022666
"5156","phenoMean",-0.757481345159842,-0.00834182297999351,5,11,469,0.0830901508907422
"1581","phenoMean",-0.695042276972998,-0.00826075819512817,7,11,144,0.0905684899488675
"2713","oliG1",-0.785687762883697,-0.0080012239892861,6,11,247,0.0810845724546968
"11003","naLatMax",-1.24106285043638,-0.00798613581368335,6,11,1001,0.0899972626734937
"2992","polyG1",-0.789882539191169,-0.00798311562566308,5,11,272,0.0850537984844149
"6102","phenoMean",-1.79111318938292,-0.0078665425179816,5,11,555,0.0715616662468227
"10104","naLongMin",-0.669231899383078,-0.00781801811524519,6,11,919,0.129496002813489
"7787","polyC1",-0.906126854803134,-0.00775369256269785,5,11,708,0.0666853983853268
"290","naLatMin",-0.840257006150063,-0.00770319193911727,4,10,27,0.0727496439007832
"6303","polyG1",-0.906236966532774,-0.00760433997433957,7,9,573,0.0977042377273857
"4342","phenoMean",-0.964782603201673,-0.00759394973124893,6,11,395,0.0910057001187779
"4426","naLatMin",-1.27410712247529,-0.00754932835938017,7,11,403,0.114073844411159
"9130","polyG1",-1.25412771622449,-0.0074223121767343,7,11,830,0.0847528875425532
"2901","phenoMean",-0.870253089395511,-0.00697136362359136,7,11,264,0.0633638842567622
"5464","phenoMean",-0.706925829057766,-0.00664967682180518,7,11,497,0.0599428745903
"7695","naLongMin",-1.19566561562019,-0.00657392741421481,6,11,700,0.0594468964001813
"6193","polyG1",-0.731327557879077,-0.00656500295057967,6,11,563,0.0841579164687996
"3005","ITD",-1.06632156694868,-0.00655380198350283,7,10,274,0.0550785323040547
"5408","oliG1",-0.78699350681867,-0.006541585104708,7,11,492,0.0477889597982954
"3152","naLongMin",-0.832241080323463,-0.00643120425181617,8,11,287,0.123884010758838
"6938","phenoMean",-0.541835257758748,-0.00636895713073621,6,11,631,0.0697132827635735
"6295","naLatMax",-0.758716946585935,-0.00636648229900213,8,10,573,0.192654699167912
"2461","phenoMean",-0.734593576658341,-0.00636140290166552,4,11,224,0.132434034748029
"613","phenoMean",-0.289741121149621,-0.00616544373946481,5,11,56,0.0854993869926503
"6680","naLatMax",-0.491843594628328,-0.00593814660026512,6,11,608,0.091409571529048
"3324","ITD",-0.911966832919667,-0.00593685580196304,8,11,303,0.0634705754518783
"1898","naLongMin",-0.660525810723072,-0.00591972450113777,5,11,173,0.097044197552789
"6608","phenoMean",-0.799234942250358,-0.00583588576847595,5,11,601,0.1231338114379
"4550","oliG1",-0.781379196119933,-0.00571873442536572,7,10,414,0.0735535806374654
"10945","polyG1",-0.703389949197867,-0.00557748430713013,7,10,995,0.0400858890642102
"10188","ITD",-0.606754288389517,-0.00557733263182503,6,11,927,0.133825183202817
"6697","phenoRange",-0.539195825965642,-0.00553088251751672,7,11,609,0.0665047239460379
"10464","naLatMax",-0.463100821973709,-0.00551895060280869,6,11,952,0.116112931228009
"5918","polyG1",-0.516412027636022,-0.00551619742887883,7,11,538,0.086429612690672
"9890","clepto1",-0.588104243712323,-0.0052573679195076,7,11,900,0.0630566644914079
"294","phenoMean",-0.573029605561041,-0.00525334154446197,5,11,27,0.0585951364780842
"7451","naLatMin",-0.735330483868712,-0.00522865951807389,6,11,678,0.0274645574426108
"5669","naLatMin",-0.35702919864881,-0.00506311431241433,5,10,516,0.0477175485951905
"353","clepto1",-0.465187033725549,-0.00505119794655025,5,11,33,0.144208557770522
"9383","polyG1",-0.190376276900704,-0.00491165641236902,7,11,853,0.0547329916018182
"3356","clepto1",-0.607987377221541,-0.00484546809310831,6,11,306,0.0325674055670069
"9017","phenoMean",-0.741816507019081,-0.00482571143450148,7,11,820,0.117813717839677
"8498","naLongMin",-0.535980650830975,-0.00481021064721614,8,11,773,0.12471072094803
"10549","polyG1",-0.595863329548877,-0.00479347874450779,6,11,959,0.110220078251771
"4782","phenoMean",-0.508267225601777,-0.00470461068891656,6,11,435,0.0781692194414903
"1428","phenoRange",-0.593838005099281,-0.00452823160846618,5,11,130,0.0472010971226278
"1397","polyG1",-0.546241359775705,-0.0043116028857314,5,11,127,0.0392937222306445
"7389","phenoMean",-0.501877588019955,-0.00422640754158418,6,11,672,0.0758266765776063
"4628","phenoMean",-0.349975084365532,-0.00384201656269389,6,11,421,0.105537020303835
"1723","oliG1",-0.555066158149588,-0.00383033951207336,5,11,157,0.0538798794333996
"2424","naLatMin",-0.494370947277349,-0.00373495634434013,6,11,221,0.0300636774190359
"3298","phenoRange",-0.481132504899723,-0.0035560808072013,5,11,300,0.0618400426440995
"7865","polyG1",-0.566084437014901,-0.00352744405248367,6,11,715,0.055272210725327
"9427","polyG1",-0.428878042829737,-0.00349251358937698,4,11,857,0.136786835723443
"5198","naLongMin",-0.413135386371424,-0.00340099117287736,7,11,473,0.1276870173864
"3577","ITD",-0.573571799615962,-0.00339719036987768,4,11,326,0.0729885074260878
"10012","ITD",-0.598986245666651,-0.00309148072018934,6,11,911,0.0932167808178446
"1981","clepto1",-0.243797229221684,-0.00304540197751844,8,11,181,0.0548433606757324
"5517","naLongMin",-0.377226557246198,-0.00294928315252461,8,11,502,0.0700023850739669
"6575","phenoMean",-0.54030775497737,-0.00289649060157469,6,11,598,0.0969701551569914
"9559","polyG1",-0.310129846771314,-0.00280426822334776,7,11,869,0.0524668340342829
"4096","naLatMin",-0.252841327493165,-0.00273313974843757,6,11,373,0.0969475996847387
"5670","naLongMax",-0.170201007241338,-0.00241366016844635,6,11,516,0.135596677546003
"10161","phenoMean",-0.227903961065227,-0.00226225052874475,4,11,924,0.0473250795173792
"4270","ITD",-0.3856437921989,-0.00222956860007629,7,11,389,0.0336872356388015
"9851","naLongMin",-0.243185420531445,-0.00211989997635409,6,11,896,0.0740088357410947
"7243","naLongMax",-0.219110948862024,-0.00204463374906133,8,11,659,0.0996026679968016
"10294","phenoRange",-0.326481258993276,-0.00203881651128167,7,11,936,0.0388481284532113
"6296","naLatMin",-0.225269304416443,-0.00189026098010501,9,11,573,0.0782373581455258
"9345","naLongMin",-0.230540606399749,-0.00188301543536773,5,11,850,0.115113210294201
"10773","naLatMin",-0.210389868660525,-0.00185575285990279,5,11,980,0.0779938901946523
"8451","naLatMax",-0.216863728118804,-0.00181860686063438,7,11,769,0.122253466227868
"1001","polyG1",-0.158157125881168,-0.00175833664849657,7,11,91,0.067693833322043
"5794","phenoMean",-0.163648287724961,-0.00159083417797445,6,11,527,0.0787736636109329
"9543","naLongMin",-0.191597584444997,-0.00156991860376023,7,11,868,0.0405888389541981
"2340","phenoMean",-0.129112773021145,-0.00147811292350516,4,11,213,0.0615685969387169
"10746","polyC1",-0.0907135876652347,-0.00140531715152338,4,11,977,0.108670589614933
"9024","naLatMin",-0.228006082017501,-0.00137263982715255,6,11,821,0.084821246175206
"8366","naLongMin",-0.204059073076436,-0.00121648581272151,7,11,761,0.06815564107825
"173","phenoMean",-0.0607687781416875,-0.000739790017195783,6,11,16,0.0537489265733269
"1339","phenoMean",-0.0722859903385711,-0.000497211158916831,8,11,122,0.107466978922619
"576","naLatMin",-0.0436944555067313,-0.000368197333951433,6,11,53,0.126983626129985
"1447","naLongMin",-0.0375493675634573,-0.000361730858634795,8,11,132,0.0711126730371715
"3256","polyG1",-0.0320903934756798,-0.000205456134641449,7,11,296,0.0715812342176366
"8","phenoMean",-0.024033651777998,-0.000194272718333914,7,11,1,0.0980697659473788
"6962","polyC1",-0.0295690254161087,-0.000151291850955679,6,11,633,0.0787024391958242
"7953","polyG1",-0.00745164424865763,-5.23940650954426e-05,5,11,723,0.0906579847568819
"10579","phenoMean",0.0139672176462033,0.000134375121328662,6,11,962,0.0565845628236555
"266","ITD",0.0275983552339714,0.000162729556377623,5,11,25,0.0685682876997158
"10811","phenoRange",0.0513017895983054,0.000306207326556039,5,11,983,0.103319417515904
"4572","oliG1",0.051481912378577,0.000390242962303136,6,11,416,0.143495905441095
"4117","naLatMax",0.0497094129506479,0.00048846975013618,5,11,375,0.109120899055583
"5624","naLatMax",0.0691254561692176,0.000513165313737376,6,11,512,0.121110182445417
"3337","naLatMin",0.0460581138030527,0.000565894265768275,8,11,304,0.0801958180531398
"8597","naLongMin",0.0754476454503425,0.000633965108151002,6,11,782,0.104560723665972
"10480","phenoMean",0.0706395940758888,0.00073533767068654,7,11,953,0.0865489263591176
"2158","ITD",0.0943135130653801,0.000893540883955323,7,11,197,0.0725411501813159
"8473","naLatMax",0.115661622636114,0.00089870271744449,8,11,771,0.0994697027438685
"10936","ITD",0.133572099405541,0.00105915117091794,8,11,995,0.0521465366023365
"9168","naLongMax",0.172626081667403,0.00121538195616355,7,11,834,0.11992094465203
"1284","phenoMean",0.14820580245447,0.00127571769956112,5,11,117,0.0659476991091465
"10650","ITD",0.162955837548445,0.00135400026812246,7,11,969,0.0974559486517598
"8542","naLongMin",0.231271001436156,0.001373197528526,5,11,777,0.0749649344472885
"543","naLatMin",0.182276376959308,0.00151925723463122,5,11,50,0.135904055121661
"6614","naLatMax",0.148641062181589,0.00152213234971575,7,11,602,0.0658260483923167
"795","naLatMax",0.210555221473115,0.0015413628082729,8,11,73,0.122828320018809
"6030","ITD",0.282634783450106,0.0017438342025982,7,11,549,0.110419194838143
"9263","clepto1",0.238867995368384,0.0018295262506929,8,11,843,0.0320148244389084
"6912","naLatMin",0.184125439304344,0.00187771418222267,4,11,629,0.101044977042644
"5816","phenoMean",0.200493100576246,0.00193140080253361,6,11,529,0.0909472131802085
"4316","naLatMin",0.281156291645215,0.00196139851501073,7,11,393,0.0815633848042236
"9468","phenoMean",0.245879190074021,0.00206702949580279,5,11,861,0.113287296196073
"4248","ITD",0.220032388443121,0.00222317801287044,4,11,387,0.0823432222380151
"10239","phenoRange",0.367509991664001,0.00243739080731397,6,11,931,0.0464817596110943
"3055","phenoMean",0.333054873731854,0.0024446138301947,5,11,278,0.111366551593277
"2823","oliG1",0.416108754797467,0.00268215886561263,5,11,257,0.0643068949515132
"6197","naLatMin",0.417629604129766,0.00268702240838955,8,11,564,0.0428916093385963
"5996","clepto1",0.667186090783448,0.00312827568182784,6,11,546,0.0426965160755014
"3011","phenoMean",0.512286484144809,0.00314860383581787,8,11,274,0.0918639231917786
"10299","naLatMax",0.3091259039943,0.00317744386433813,5,11,937,0.0817642453619875
"6232","naLongMin",0.459411819843417,0.00332011779274271,6,11,567,0.0528052053728555
"2822","naLongMin",0.599122873551073,0.00386183349511229,6,10,257,0.106944900299807
"7958","naLongMax",0.308947018049707,0.00400884553479269,5,11,724,0.121420233118105
"2642","ITD",0.596594846799746,0.00402273556225936,6,11,241,0.109216248524532
"3744","naLatMin",0.449149041809132,0.00405874875823463,7,11,341,0.10090164986858
"4945","naLongMin",0.345806233086442,0.00420054309303565,4,11,450,0.076141485106696
"1507","polyG1",0.725679534045007,0.00432741396491511,7,11,137,0.115724322740424
"8762","naLongMin",0.381812888983143,0.00434737702076592,6,11,797,0.0829300856157355
"9221","naLatMax",0.789831980104083,0.00447787707407749,6,11,839,0.119364875075531
"2382","naLongMin",0.799667451578198,0.00449709635694016,8,11,217,0.11572063626382
"8545","phenoRange",0.791631599904115,0.00470040147593475,6,10,777,0.120883747332514
"9196","polyG1",0.654622378611275,0.00475123617632868,5,11,836,0.0515478101500304
"9165","ITD",0.689195218709798,0.0048523109891815,8,10,834,0.0835407927031262
"1503","oliG1",0.824323791386986,0.00491565507790464,8,10,137,0.0546867835208163
"4554","polyG1",0.705702145784525,0.00516487151845412,8,11,414,0.0760626801744623
"9649","ITD",0.779551944773218,0.0053899695049749,7,11,878,0.0843333868439641
"3787","naLatMax",0.450176498752498,0.00556949216119072,6,11,345,0.066124063440771
"6251","naLatMax",0.957285684458213,0.00566576782938649,8,11,569,0.130275122671317
"8107","polyG1",0.587624358024559,0.0057831217119124,5,11,737,0.0765679558358945
"9341","ITD",0.745532545003194,0.00608937970509098,6,10,850,0.0555564697279904
"8562","naLatMin",0.718070897038583,0.00630396076002091,6,11,779,0.0515503776983365
"9135","naLongMax",0.727383657293501,0.00659948507615069,5,11,831,0.141326918423969
"8078","naLatMin",0.778765320258664,0.00669353590804856,6,11,735,0.11899859216272
"6323","phenoRange",0.783872319314136,0.00675976665468116,6,11,575,0.0791742679576071
"3597","polyG1",0.474623607135253,0.00678129453232084,8,11,327,0.053819360426267
"1572","polyC1",1.2874733317489,0.00691978035602468,4,11,143,0.091856302498014
"3558","naLongMax",0.998746143012795,0.0069492264833356,6,11,324,0.131444714907279
"5594","naLongMin",0.473119390604527,0.00696485271365638,7,11,509,0.0376600584763591
"9362","clepto1",0.732598886513248,0.00743982164370061,5,11,852,0.0731995260422108
"7394","ITD",0.811577341460957,0.00745472056506456,7,11,673,0.102768757230424
"5200","phenoMean",0.914185956770424,0.00752571305172447,8,10,473,0.0884322976545774
"1410","ITD",0.875635877175608,0.00762304061905141,6,11,129,0.117183721866729
"2790","oliG1",0.569370023228743,0.00767234603195781,7,11,254,0.0404293111082524
"3445","ITD",0.605787074256804,0.00772440538082088,5,11,314,0.107295679094532
"2776","naLatMin",0.937215499087252,0.00783516076760013,7,11,253,0.0440994466915396
"3311","polyG1",0.739459342425249,0.00783778978214881,9,11,301,0.0617517306776581
"2372","oliG1",1.07113514535111,0.00815878631061092,6,11,216,0.0971946317488183
"6950","phenoRange",0.71121810835794,0.00827183237465341,7,11,632,0.0697540533877174
"7708","phenoMean",1.18114334938322,0.00838910562384145,6,11,701,0.0809462400942126
"2094","naLatMin",0.844538522278015,0.00852525394177248,6,11,191,0.0531815490605929
"6905","phenoMean",0.866598184054414,0.0087660525402189,6,11,628,0.0924063211457902
"4615","naLongMin",1.26137786164583,0.00880806982042114,6,11,420,0.0546795964724687
"1967","phenoRange",1.06893018851035,0.00884151822965752,5,11,179,0.0422499165076879
"9837","naLatMax",1.03518205435578,0.00889180962463374,7,11,895,0.0551549689864659
