"","X","NewID","GenusSpecies","Month","Day","Year","Collector","Notes","Dietary_specialization","Sociality","Nest_location","Superfamily","Family","Subfamily","Genus","Voltinism","n_rec","allCentLong","allCentLat","MaxLat","MinLat","MidLat","latRange","MaxLong","MinLong","MidLong","longRange","lat_q10","lat_q90","long_q10","long_q90","latSkew","latKurt","longSkew","longKurt","nn_rec","cont_hull_area","nnCentLong","nnCentLat","nnLatMax","nnLatMin","nnLatMid","nnLatRange","nnLat_q10","nnLongMax","nnLongMin","nnLongMid","nnLongRange","nnLong_q10","nnLong_q90","na_rec","na_hull_area","naCentLong","naCentLat","naLatMax","naLatMin","naLatMid","naLatRange","naLat_q10","naLongMax","naLongMin","naLongMid","naLongRange","naLong_q10","naLong_q90","pheno_q10","pheno_q90","phenoMean","phenoRange","phenoSkew","phenoKurt","nnLat_q90","nnLatSkew","nnLongSkew","nnLatKurt","nnLongKurt","naLat_q90","naLatKurt","naLongKurt","naLatSkew","naLongSkew","bin","extinct","ITD","ITsource","forageD","probL"
"1045",1045,"685ev1973.8","Ceratina dupla",6,21,1973,"Evans","685ev1973-Ceratina_dupla-6-21-1973-s8","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1046",1046,"686ev1973","Ceratina dupla",6,12,1973,"Evans","686ev1973-Ceratina_dupla-6-12-1973-s1","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1047",1047,"687ev1973","Ceratina dupla",6,21,1973,"Evans","687ev1973-Ceratina_dupla-6-21-1973-s1","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1048",1048,"688ev1972","Ceratina dupla",6,1,1972,"Evans","688ev1972-Ceratina_dupla-6-1-1972-s1","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1049",1049,"689ev1973.1","Ceratina dupla",5,9,1973,"Evans","689ev1973-Ceratina_dupla-5-9-1973-s1","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1050",1050,"689ev1973.2","Ceratina dupla",5,9,1973,"Evans","689ev1973-Ceratina_dupla-5-9-1973-s2","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1051",1051,"689ev1973.3","Ceratina dupla",5,9,1973,"Evans","689ev1973-Ceratina_dupla-5-9-1973-s3","polylectic","Facultative","cavity","Apoidea","Apidae","Xylocopinae","Ceratina","Multivoltine",6026,-77.73335887,40.47730063,48.029999,25.7739,36.9019495,22.256099,-64.269997,-105.08389,-84.6769435,40.813893,38.6485,43.11,-88.240303,-71.67126,-1.291094838,8.645251459,-1.004580463,3.783129231,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,1660,5497485.136,-77.88629304,40.46550284,48.029999,25.7739,36.9019495,22.256099,38.6485,-64.269997,-105.08389,-84.6769435,40.813893,-88.24745,-72.193383,122,238,178.0677861,116,-0.071346821,3.371338441,43.110001,-1.272450688,-0.998220728,8.650497766,3.760587275,43.110001,8.650497766,3.760587275,-1.272450688,-0.998220728,3,0,1.172097051,"Gibbs",0.073982906,2.497643486
"1052",1052,"690ev1972","Megachile campanulae",7,20,1972,"Evans","690ev1972-Megachile_campanulae-7-20-1972-s1","polylectic","solitary","cavity","Apoidea","Megachilidae","Megachilinae","Megachile",NA,542,-81.44731382,39.8069997,46.9434,27.182843,37.0631215,19.760557,-70.0328,-123.262044,-96.647422,53.229244,32.6456,44.3333,-93.475531,-71.6403,-1.142873638,3.779227504,-1.292096366,6.29218701,378,6749031.894,-81.52113802,39.81836417,46.9434,27.182843,37.0631215,19.760557,32.6456,-70.0328,-123.262044,-96.647422,53.229244,-93.475531,-71.6364,378,6749031.894,-81.52113802,39.81836417,46.9434,27.182843,37.0631215,19.760557,32.6456,-70.0328,-123.262044,-96.647422,53.229244,-93.475531,-71.6364,178,231,201.5889968,53,0.754773122,6.284695931,44.3333,-1.148537202,-1.285132119,3.779829455,6.281835801,44.3333,3.779829455,6.281835801,-1.148537202,-1.285132119,3,0,2.116793785,"Gibbs",0.541045769,3.842742693
"1053",1053,"691ev1973","Megachile campanulae",7,19,1973,"Evans","691ev1973-Megachile_campanulae-7-19-1973-s1","polylectic","solitary","cavity","Apoidea","Megachilidae","Megachilinae","Megachile",NA,542,-81.44731382,39.8069997,46.9434,27.182843,37.0631215,19.760557,-70.0328,-123.262044,-96.647422,53.229244,32.6456,44.3333,-93.475531,-71.6403,-1.142873638,3.779227504,-1.292096366,6.29218701,378,6749031.894,-81.52113802,39.81836417,46.9434,27.182843,37.0631215,19.760557,32.6456,-70.0328,-123.262044,-96.647422,53.229244,-93.475531,-71.6364,378,6749031.894,-81.52113802,39.81836417,46.9434,27.182843,37.0631215,19.760557,32.6456,-70.0328,-123.262044,-96.647422,53.229244,-93.475531,-71.6364,178,231,201.5889968,53,0.754773122,6.284695931,44.3333,-1.148537202,-1.285132119,3.779829455,6.281835801,44.3333,3.779829455,6.281835801,-1.148537202,-1.285132119,3,0,2.116793785,"Gibbs",0.541045769,3.842742693
"1054",1054,"692ev1972","Coelioxys modestus",7,20,1972,"Evans","692ev1972-Coelioxys_modesta-7-20-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",156,-80.65254309,39.74082248,44.899938,25.373449,35.1366935,19.526489,-70.546756,-103.7862,-87.166478,33.239444,32.500954,43.118,-95.196009,-71.545656,-1.368313257,4.56461078,-0.439685456,2.137750102,116,4501142.989,-80.73742486,39.72202715,44.899938,25.373449,35.1366935,19.526489,32.497745,-70.546756,-103.7862,-87.166478,33.239444,-95.196009,-71.54482,116,4501142.989,-80.73742486,39.72202715,44.899938,25.373449,35.1366935,19.526489,32.497745,-70.546756,-103.7862,-87.166478,33.239444,-95.196009,-71.54482,172,232.2,202.6344086,60.2,0.327541449,3.315629017,43.12,-1.355130643,-0.427924286,4.520448367,2.135103762,43.12,4.520448367,2.135103762,-1.355130643,-0.427924286,1,1,2.43,"Nicholson",0.8608961,4.383672
"1055",1055,"693ev1972","Coelioxys octodentata",7,18,1972,"Evans","693ev1972-Coelioxys_octodentata-7-18-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",543,-91.35676083,40.10707149,46.602071,16.5174463,31.55975865,30.0846247,-70.053,-122.148225,-96.1006125,52.095225,31.65285,42.458478,-116.529184,-73.6437,-1.267889007,5.059174721,-0.530382749,1.820831755,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,167.7,258.3,209.7019231,90.6,0.347027952,3.798879372,42.4611824,-1.270343827,-0.510356592,5.025239554,1.802864246,42.4611824,5.025239554,1.802864246,-1.270343827,-0.510356592,1,1,2.52,"Normandin&Cariveau",1.047802,4.536591
"1056",1056,"694ev1972","Coelioxys octodentata",7,12,1972,"Evans","694ev1972-Coelioxys_octodentata-7-12-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",543,-91.35676083,40.10707149,46.602071,16.5174463,31.55975865,30.0846247,-70.053,-122.148225,-96.1006125,52.095225,31.65285,42.458478,-116.529184,-73.6437,-1.267889007,5.059174721,-0.530382749,1.820831755,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,167.7,258.3,209.7019231,90.6,0.347027952,3.798879372,42.4611824,-1.270343827,-0.510356592,5.025239554,1.802864246,42.4611824,5.025239554,1.802864246,-1.270343827,-0.510356592,1,1,2.52,"Normandin&Cariveau",1.047802,4.536591
"1057",1057,"695ev1972","Coelioxys octodentata",7,20,1972,"Evans","695ev1972-Coelioxys_octodentata-7-20-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",543,-91.35676083,40.10707149,46.602071,16.5174463,31.55975865,30.0846247,-70.053,-122.148225,-96.1006125,52.095225,31.65285,42.458478,-116.529184,-73.6437,-1.267889007,5.059174721,-0.530382749,1.820831755,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,167.7,258.3,209.7019231,90.6,0.347027952,3.798879372,42.4611824,-1.270343827,-0.510356592,5.025239554,1.802864246,42.4611824,5.025239554,1.802864246,-1.270343827,-0.510356592,1,1,2.52,"Normandin&Cariveau",1.047802,4.536591
"1058",1058,"696ev1972","Coelioxys octodentata",7,18,1972,"Evans","696ev1972-Coelioxys_octodentata-7-18-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",543,-91.35676083,40.10707149,46.602071,16.5174463,31.55975865,30.0846247,-70.053,-122.148225,-96.1006125,52.095225,31.65285,42.458478,-116.529184,-73.6437,-1.267889007,5.059174721,-0.530382749,1.820831755,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,167.7,258.3,209.7019231,90.6,0.347027952,3.798879372,42.4611824,-1.270343827,-0.510356592,5.025239554,1.802864246,42.4611824,5.025239554,1.802864246,-1.270343827,-0.510356592,1,1,2.52,"Normandin&Cariveau",1.047802,4.536591
"1059",1059,"697ev1972","Coelioxys octodentata",7,20,1972,"Evans","697ev1972-Coelioxys_octodentata-7-20-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic","","Megachilidae","","Coelioxys","",543,-91.35676083,40.10707149,46.602071,16.5174463,31.55975865,30.0846247,-70.053,-122.148225,-96.1006125,52.095225,31.65285,42.458478,-116.529184,-73.6437,-1.267889007,5.059174721,-0.530382749,1.820831755,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,349,9826534.548,-91.73086073,40.12688606,46.602071,16.5174463,31.55975865,30.0846247,31.52538,-70.053,-122.148225,-96.1006125,52.095225,-116.529184,-73.6437,167.7,258.3,209.7019231,90.6,0.347027952,3.798879372,42.4611824,-1.270343827,-0.510356592,5.025239554,1.802864246,42.4611824,5.025239554,1.802864246,-1.270343827,-0.510356592,1,1,2.52,"Normandin&Cariveau",1.047802,4.536591
"1060",1060,"698ev1972.1","Coelioxys rufitarsis",7,18,1972,"Evans","698ev1972-Coelioxys_rufitarsis-7-18-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1061",1061,"698ev1972.2","Coelioxys rufitarsis",7,18,1972,"Evans","698ev1972-Coelioxys_rufitarsis-7-18-1972-s2","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1062",1062,"699ev1972","Coelioxys rufitarsis",7,20,1972,"Evans","699ev1972-Coelioxys_rufitarsis-7-20-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1063",1063,"700ev1972","Coelioxys rufitarsis",8,10,1972,"Evans","700ev1972-Coelioxys_rufitarsis-8-10-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1064",1064,"701ev1972","Coelioxys rufitarsis",6,28,1972,"Evans","701ev1972-Coelioxys_rufitarsis-6-28-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1065",1065,"702ev1972","Coelioxys rufitarsis",7,6,1972,"Evans","702ev1972-Coelioxys_rufitarsis-7-6-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1066",1066,"703ev1972","Coelioxys rufitarsis",7,25,1972,"Evans","703ev1972-Coelioxys_rufitarsis-7-25-1972-s1","clepto-parasitic","clepto-parasitic","clepto-parasitic",NA,"Megachilidae",NA,"Coelioxys",NA,589,-102.0023253,44.21845801,54.0075,19.49227,36.749885,34.51523,-61.099998,-123.407,-92.253499,62.307002,37.4162496,48.4616,-121.8087566,-71.5538,-0.216837877,4.891501082,0.529030777,1.673528712,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,435,11069703.41,-101.5160259,44.02082038,54.0075,19.49227,36.749885,34.51523,37.3212,-61.099998,-123.33,-92.214999,62.230002,-121.8047,-71.5534,176.6,259.4,212.3584906,82.8,0.483945044,2.762270221,46.70393054,-0.213216503,0.499256611,5.248001122,1.641247908,46.70393054,5.248001122,1.641247908,-0.213216503,0.499256611,3,0,2.788023227,"Gibbs",1.367312047,4.998134447
"1067",1067,"704ev1972.1","Colletes americanus",9,1,1972,"Evans","704ev1972-Colletes_americanus-9-1-1972-s1","oligolectic","solitary","ground",NA,"Colletidae",NA,"Colletes",NA,434,-79.07437161,41.30331413,46.6616,26.8825,36.77205,19.7791,-63.211672,-104.83432,-84.022996,41.622648,37.6198928,44.046125,-89.88167,-70.9438171,-1.817742066,6.628381482,-0.516716388,2.560763589,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,234,278,252.575,44,-1.781320107,10.12051359,44.3,-1.794943349,-0.40543069,6.60712071,2.523273828,44.3,6.60712071,2.523273828,-1.794943349,-0.40543069,1,1,2.1726,"Gibbs",0.590573456,1.816489229
"1068",1068,"704ev1972.2","Colletes americanus",9,1,1972,"Evans","704ev1972-Colletes_americanus-9-1-1972-s2","oligolectic","solitary","ground",NA,"Colletidae",NA,"Colletes",NA,434,-79.07437161,41.30331413,46.6616,26.8825,36.77205,19.7791,-63.211672,-104.83432,-84.022996,41.622648,37.6198928,44.046125,-89.88167,-70.9438171,-1.817742066,6.628381482,-0.516716388,2.560763589,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,234,278,252.575,44,-1.781320107,10.12051359,44.3,-1.794943349,-0.40543069,6.60712071,2.523273828,44.3,6.60712071,2.523273828,-1.794943349,-0.40543069,1,1,2.1726,"Gibbs",0.590573456,1.816489229
"1069",1069,"705ev1973","Colletes americanus",8,25,1973,"Evans","705ev1973-Colletes_americanus-8-25-1973-s1","oligolectic","solitary","ground",NA,"Colletidae",NA,"Colletes",NA,434,-79.07437161,41.30331413,46.6616,26.8825,36.77205,19.7791,-63.211672,-104.83432,-84.022996,41.622648,37.6198928,44.046125,-89.88167,-70.9438171,-1.817742066,6.628381482,-0.516716388,2.560763589,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,234,278,252.575,44,-1.781320107,10.12051359,44.3,-1.794943349,-0.40543069,6.60712071,2.523273828,44.3,6.60712071,2.523273828,-1.794943349,-0.40543069,1,1,2.1726,"Gibbs",0.590573456,1.816489229
"1070",1070,"706ev1972.1","Colletes americanus",9,6,1972,"Evans","706ev1972-Colletes_americanus-9-6-1972-s1","oligolectic","solitary","ground",NA,"Colletidae",NA,"Colletes",NA,434,-79.07437161,41.30331413,46.6616,26.8825,36.77205,19.7791,-63.211672,-104.83432,-84.022996,41.622648,37.6198928,44.046125,-89.88167,-70.9438171,-1.817742066,6.628381482,-0.516716388,2.560763589,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,234,278,252.575,44,-1.781320107,10.12051359,44.3,-1.794943349,-0.40543069,6.60712071,2.523273828,44.3,6.60712071,2.523273828,-1.794943349,-0.40543069,1,1,2.1726,"Gibbs",0.590573456,1.816489229
"1071",1071,"706ev1972.2","Colletes americanus",9,6,1972,"Evans","706ev1972-Colletes_americanus-9-6-1972-s2","oligolectic","solitary","ground",NA,"Colletidae",NA,"Colletes",NA,434,-79.07437161,41.30331413,46.6616,26.8825,36.77205,19.7791,-63.211672,-104.83432,-84.022996,41.622648,37.6198928,44.046125,-89.88167,-70.9438171,-1.817742066,6.628381482,-0.516716388,2.560763589,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,201,5174846.467,-79.85758193,41.59466436,46.6616,26.9323,36.79695,19.7293,38.2025,-63.211672,-104.83432,-84.022996,41.622648,-89.88167,-71.37028,234,278,252.575,44,-1.781320107,10.12051359,44.3,-1.794943349,-0.40543069,6.60712071,2.523273828,44.3,6.60712071,2.523273828,-1.794943349,-0.40543069,1,1,2.1726,"Gibbs",0.590573456,1.816489229
