"","X","NewID","GenusSpecies","Month","Day","Year","Collector","Notes","Dietary_specialization","Sociality","Nest_location","Superfamily","Family","Subfamily","Genus","Voltinism","n_rec","allCentLong","allCentLat","MaxLat","MinLat","MidLat","latRange","MaxLong","MinLong","MidLong","longRange","lat_q10","lat_q90","long_q10","long_q90","latSkew","latKurt","longSkew","longKurt","nn_rec","cont_hull_area","nnCentLong","nnCentLat","nnLatMax","nnLatMin","nnLatMid","nnLatRange","nnLat_q10","nnLongMax","nnLongMin","nnLongMid","nnLongRange","nnLong_q10","nnLong_q90","na_rec","na_hull_area","naCentLong","naCentLat","naLatMax","naLatMin","naLatMid","naLatRange","naLat_q10","naLongMax","naLongMin","naLongMid","naLongRange","naLong_q10","naLong_q90","pheno_q10","pheno_q90","phenoMean","phenoRange","phenoSkew","phenoKurt","nnLat_q90","nnLatSkew","nnLongSkew","nnLatKurt","nnLongKurt","naLat_q90","naLatKurt","naLongKurt","naLatSkew","naLongSkew","bin","extinct","ITD","ITsource","forageD","probL"
"1356",1356,"897ev1972","Lasioglossum vierecki",6,9,1972,"Evans","897ev1972-Lasioglossum_vierecki-6-9-1972-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1357",1357,"898ev1972","Lasioglossum vierecki",7,20,1972,"Evans","898ev1972-Lasioglossum_vierecki-7-20-1972-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1358",1358,"899ev1973.1","Lasioglossum vierecki",6,4,1973,"Evans","899ev1973-Lasioglossum_vierecki-6-4-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1359",1359,"899ev1973.2","Lasioglossum vierecki",6,4,1973,"Evans","899ev1973-Lasioglossum_vierecki-6-4-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1360",1360,"899ev1973.3","Lasioglossum vierecki",6,4,1973,"Evans","899ev1973-Lasioglossum_vierecki-6-4-1973-s3","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1361",1361,"899ev1973.4","Lasioglossum vierecki",6,4,1973,"Evans","899ev1973-Lasioglossum_vierecki-6-4-1973-s4","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1362",1362,"899ev1973.5","Lasioglossum vierecki",6,4,1973,"Evans","899ev1973-Lasioglossum_vierecki-6-4-1973-s5","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1363",1363,"900ev1973","Lasioglossum vierecki",6,11,1973,"Evans","900ev1973-Lasioglossum_vierecki-6-11-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1364",1364,"901ev1973.1","Lasioglossum vierecki",6,12,1973,"Evans","901ev1973-Lasioglossum_vierecki-6-12-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1365",1365,"901ev1973.2","Lasioglossum vierecki",6,12,1973,"Evans","901ev1973-Lasioglossum_vierecki-6-12-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1366",1366,"902ev1972.1","Lasioglossum vierecki",6,14,1972,"Evans","902ev1972-Lasioglossum_vierecki-6-14-1972-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1367",1367,"902ev1972.2","Lasioglossum vierecki",6,14,1972,"Evans","902ev1972-Lasioglossum_vierecki-6-14-1972-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1368",1368,"903ev1972","Lasioglossum vierecki",6,28,1972,"Evans","903ev1972-Lasioglossum_vierecki-6-28-1972-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1369",1369,"904ev1972","Lasioglossum vierecki",7,6,1972,"Evans","904ev1972-Lasioglossum_vierecki-7-6-1972-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1370",1370,"905ev1973.1","Lasioglossum vierecki",6,1,1973,"Evans","905ev1973-Lasioglossum_vierecki-6-1-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1371",1371,"905ev1973.2","Lasioglossum vierecki",6,1,1973,"Evans","905ev1973-Lasioglossum_vierecki-6-1-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1372",1372,"906ev1973.1","Lasioglossum vierecki",6,4,1973,"Evans","906ev1973-Lasioglossum_vierecki-6-4-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1373",1373,"906ev1973.2","Lasioglossum vierecki",6,4,1973,"Evans","906ev1973-Lasioglossum_vierecki-6-4-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1374",1374,"906ev1973.3","Lasioglossum vierecki",6,4,1973,"Evans","906ev1973-Lasioglossum_vierecki-6-4-1973-s3","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1375",1375,"906ev1973.4","Lasioglossum vierecki",6,4,1973,"Evans","906ev1973-Lasioglossum_vierecki-6-4-1973-s4","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1376",1376,"907ev1973.1","Lasioglossum vierecki",6,7,1973,"Evans","907ev1973-Lasioglossum_vierecki-6-7-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1377",1377,"907ev1973.2","Lasioglossum vierecki",6,7,1973,"Evans","907ev1973-Lasioglossum_vierecki-6-7-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1378",1378,"907ev1973.3","Lasioglossum vierecki",6,7,1973,"Evans","907ev1973-Lasioglossum_vierecki-6-7-1973-s3","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1379",1379,"908ev1973.1","Lasioglossum vierecki",6,11,1973,"Evans","908ev1973-Lasioglossum_vierecki-6-11-1973-s1","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1380",1380,"908ev1973.2","Lasioglossum vierecki",6,11,1973,"Evans","908ev1973-Lasioglossum_vierecki-6-11-1973-s2","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1381",1381,"908ev1973.3","Lasioglossum vierecki",6,11,1973,"Evans","908ev1973-Lasioglossum_vierecki-6-11-1973-s3","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
"1382",1382,"908ev1973.4","Lasioglossum vierecki",6,11,1973,"Evans","908ev1973-Lasioglossum_vierecki-6-11-1973-s4","polylectic","solitary","ground","Apoidea","Halictidae","Halictinae","Lasioglossum",NA,1390,-82.42216753,40.38723476,49.757679,29.772,39.7648395,19.985679,-70.122,-100.83,-85.476,30.708,34.5239,45.2059,-94.22,-72.1585,-0.483416415,2.99940649,-0.515631046,2.117750432,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,520,4134476.896,-82.74403888,40.31919815,49.757679,29.772,39.7648395,19.985679,34.511187,-70.122,-100.83,-85.476,30.708,-94.50836,-72.5058953,131,239,187.0857143,108,0.0514967,2.590141699,45.2105,-0.457086497,-0.508349544,2.946711531,2.106466206,45.2105,2.946711531,2.106466206,-0.457086497,-0.508349544,1,1,0.86244017,"Gibbs",0.026342909,1.192086196
